month,daytype,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23,hr25
January  ,Weekday,0.001183,0.00117,0.001079,0.001131,0.00117,0.001183,0.0013,0.001365,0.001404,0.001378,0.001352,0.001326,0.001365,0.001339,0.0013,0.001313,0.001404,0.001638,0.001716,0.001677,0.001625,0.001638,0.001573,
January  ,Weekday,0.001391,0.001313,0.0013,0.001287,0.001313,0.001365,0.001443,0.001599,0.001547,0.001456,0.001404,0.001443,0.001365,0.00143,0.001365,0.001391,0.001482,0.001586,0.001742,0.001768,0.001794,0.001755,0.001547,
January  ,Weekday,0.001365,0.001287,0.001352,0.001339,0.001339,0.001339,0.001417,0.001508,0.001547,0.001495,0.001508,0.001404,0.001352,0.001404,0.001261,0.001209,0.001378,0.001508,0.001534,0.001599,0.001573,0.001599,0.001482,
January  ,Weekend,0.001287,0.001209,0.001196,0.00117,0.001196,0.001261,0.001339,0.001339,0.001339,0.001313,0.001287,0.00117,0.001144,0.001118,0.001105,0.001144,0.001209,0.001404,0.001521,0.001508,0.001521,0.001547,0.001495,
January  ,Weekend,0.001313,0.001248,0.001222,0.001196,0.001196,0.001287,0.0013,0.001339,0.001352,0.001404,0.001417,0.001326,0.001313,0.001352,0.001339,0.001391,0.001404,0.001495,0.001521,0.001508,0.001534,0.001534,0.001469,
January  ,Weekday,0.001157,0.001092,0.001053,0.00104,0.00104,0.001066,0.001053,0.001144,0.001183,0.001248,0.001326,0.001404,0.001313,0.0013,0.001313,0.001261,0.001261,0.00143,0.001469,0.001404,0.001456,0.001378,0.001287,
February ,Weekday,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,
February ,Weekday,0.00151,0.001482,0.001412,0.001412,0.00144,0.00151,0.001609,0.001609,0.001567,0.001454,0.001383,0.001285,0.00127,0.0012,0.001172,0.0012,0.001299,0.001426,0.001567,0.001708,0.001765,0.001694,0.001567,
February ,Weekday,0.001369,0.001313,0.001285,0.001299,0.001341,0.001397,0.001581,0.001539,0.001496,0.001327,0.001285,0.00127,0.001256,0.001214,0.001172,0.001129,0.001256,0.001397,0.001454,0.001539,0.001637,0.001623,0.001525,
February ,Weekday,0.001285,0.001172,0.001172,0.001186,0.001172,0.001228,0.00144,0.001525,0.001426,0.001242,0.001327,0.001341,0.001186,0.0012,0.001186,0.001228,0.001285,0.00151,0.001567,0.001736,0.001807,0.001736,0.001539,
February ,Weekend,0.001383,0.001299,0.001285,0.001285,0.001355,0.001383,0.001482,0.001581,0.00144,0.001426,0.001397,0.001285,0.00127,0.001228,0.001214,0.001299,0.001341,0.001426,0.001609,0.001708,0.001609,0.001637,0.001609,
February ,Weekend,0.001454,0.001355,0.001369,0.001341,0.001412,0.001369,0.001482,0.001539,0.001609,0.001694,0.001567,0.001496,0.00144,0.001454,0.001426,0.001482,0.001454,0.00144,0.001652,0.001567,0.001581,0.00144,0.001468,
February ,Weekday,0.001355,0.001285,0.001228,0.00127,0.001242,0.001412,0.001355,0.001397,0.001496,0.001482,0.001525,0.001496,0.001383,0.001285,0.001341,0.001299,0.001383,0.00151,0.001553,0.001623,0.001652,0.001525,0.001426,
February ,Weekday,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,
February ,Weekday,0.00151,0.001482,0.001412,0.001412,0.00144,0.00151,0.001609,0.001609,0.001567,0.001454,0.001383,0.001285,0.00127,0.0012,0.001172,0.0012,0.001299,0.001426,0.001567,0.001708,0.001765,0.001694,0.001567,
February ,Weekday,0.001369,0.001313,0.001285,0.001299,0.001341,0.001397,0.001581,0.001539,0.001496,0.001327,0.001285,0.00127,0.001256,0.001214,0.001172,0.001129,0.001256,0.001397,0.001454,0.001539,0.001637,0.001623,0.001525,
February ,Weekday,0.001285,0.001172,0.001172,0.001186,0.001172,0.001228,0.00144,0.001525,0.001426,0.001242,0.001327,0.001341,0.001186,0.0012,0.001186,0.001228,0.001285,0.00151,0.001567,0.001736,0.001807,0.001736,0.001539,
February ,Weekend,0.001383,0.001299,0.001285,0.001285,0.001355,0.001383,0.001482,0.001581,0.00144,0.001426,0.001397,0.001285,0.00127,0.001228,0.001214,0.001299,0.001341,0.001426,0.001609,0.001708,0.001609,0.001637,0.001609,
February ,Weekend,0.001454,0.001355,0.001369,0.001341,0.001412,0.001369,0.001482,0.001539,0.001609,0.001694,0.001567,0.001496,0.00144,0.001454,0.001426,0.001482,0.001454,0.00144,0.001652,0.001567,0.001581,0.00144,0.001468,
February ,Weekday,0.001355,0.001285,0.001228,0.00127,0.001242,0.001412,0.001355,0.001397,0.001496,0.001482,0.001525,0.001496,0.001383,0.001285,0.001341,0.001299,0.001383,0.00151,0.001553,0.001623,0.001652,0.001525,0.001426,
February ,Weekday,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,
February ,Weekday,0.00151,0.001482,0.001412,0.001412,0.00144,0.00151,0.001609,0.001609,0.001567,0.001454,0.001383,0.001285,0.00127,0.0012,0.001172,0.0012,0.001299,0.001426,0.001567,0.001708,0.001765,0.001694,0.001567,
February ,Weekday,0.001369,0.001313,0.001285,0.001299,0.001341,0.001397,0.001581,0.001539,0.001496,0.001327,0.001285,0.00127,0.001256,0.001214,0.001172,0.001129,0.001256,0.001397,0.001454,0.001539,0.001637,0.001623,0.001525,
February ,Weekday,0.001285,0.001172,0.001172,0.001186,0.001172,0.001228,0.00144,0.001525,0.001426,0.001242,0.001327,0.001341,0.001186,0.0012,0.001186,0.001228,0.001285,0.00151,0.001567,0.001736,0.001807,0.001736,0.001539,
February ,Weekend,0.001383,0.001299,0.001285,0.001285,0.001355,0.001383,0.001482,0.001581,0.00144,0.001426,0.001397,0.001285,0.00127,0.001228,0.001214,0.001299,0.001341,0.001426,0.001609,0.001708,0.001609,0.001637,0.001609,
February ,Weekend,0.001454,0.001355,0.001369,0.001341,0.001412,0.001369,0.001482,0.001539,0.001609,0.001694,0.001567,0.001496,0.00144,0.001454,0.001426,0.001482,0.001454,0.00144,0.001652,0.001567,0.001581,0.00144,0.001468,
February ,Weekday,0.001355,0.001285,0.001228,0.00127,0.001242,0.001412,0.001355,0.001397,0.001496,0.001482,0.001525,0.001496,0.001383,0.001285,0.001341,0.001299,0.001383,0.00151,0.001553,0.001623,0.001652,0.001525,0.001426,
February ,Weekday,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,
February ,Weekday,0.00151,0.001482,0.001412,0.001412,0.00144,0.00151,0.001609,0.001609,0.001567,0.001454,0.001383,0.001285,0.00127,0.0012,0.001172,0.0012,0.001299,0.001426,0.001567,0.001708,0.001765,0.001694,0.001567,
February ,Weekday,0.001369,0.001313,0.001285,0.001299,0.001341,0.001397,0.001581,0.001539,0.001496,0.001327,0.001285,0.00127,0.001256,0.001214,0.001172,0.001129,0.001256,0.001397,0.001454,0.001539,0.001637,0.001623,0.001525,
February ,Weekday,0.001285,0.001172,0.001172,0.001186,0.001172,0.001228,0.00144,0.001525,0.001426,0.001242,0.001327,0.001341,0.001186,0.0012,0.001186,0.001228,0.001285,0.00151,0.001567,0.001736,0.001807,0.001736,0.001539,
February ,Weekend,0.001383,0.001299,0.001285,0.001285,0.001355,0.001383,0.001482,0.001581,0.00144,0.001426,0.001397,0.001285,0.00127,0.001228,0.001214,0.001299,0.001341,0.001426,0.001609,0.001708,0.001609,0.001637,0.001609,
February ,Weekend,0.001454,0.001355,0.001369,0.001341,0.001412,0.001369,0.001482,0.001539,0.001609,0.001694,0.001567,0.001496,0.00144,0.001454,0.001426,0.001482,0.001454,0.00144,0.001652,0.001567,0.001581,0.00144,0.001468,
February ,Weekday,0.001355,0.001285,0.001228,0.00127,0.001242,0.001412,0.001355,0.001397,0.001496,0.001482,0.001525,0.001496,0.001383,0.001285,0.001341,0.001299,0.001383,0.00151,0.001553,0.001623,0.001652,0.001525,0.001426,
February ,Weekday,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,
March    ,Weekday,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,
March    ,Weekday,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,
March    ,Weekday,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,
March    ,Weekend,0.001401,0.001255,0.001287,0.001206,0.001206,0.00132,0.001515,0.001515,0.001548,0.00145,0.001352,0.001206,0.001255,0.001206,0.001173,0.001189,0.001271,0.001336,0.001434,0.001597,0.001532,0.001662,0.001499,
March    ,Weekend,0.001255,0.001189,0.001189,0.001255,0.001222,0.001271,0.001385,0.001466,0.001613,0.001532,0.001483,0.001499,0.001466,0.001255,0.001271,0.001304,0.001336,0.001369,0.001369,0.001466,0.001466,0.001499,0.001418,
March    ,Weekday,0.001352,0.001287,0.000961,0.001222,0.001255,0.001336,0.001369,0.001515,0.001515,0.001532,0.001613,0.00158,0.001515,0.001434,0.001352,0.001369,0.001369,0.001401,0.001499,0.001662,0.001776,0.001695,0.001515,
March    ,Weekday,0.001304,0.001238,0.001222,0.001222,0.001255,0.001352,0.001515,0.001629,0.001515,0.001369,0.001255,0.001141,0.001124,0.001108,0.001059,0.001092,0.001173,0.001336,0.001466,0.001564,0.001646,0.001515,0.001385,
March    ,Weekday,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,
March    ,Weekday,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,
March    ,Weekday,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,
March    ,Weekend,0.001401,0.001255,0.001287,0.001206,0.001206,0.00132,0.001515,0.001515,0.001548,0.00145,0.001352,0.001206,0.001255,0.001206,0.001173,0.001189,0.001271,0.001336,0.001434,0.001597,0.001532,0.001662,0.001499,
March    ,Weekend,0.001255,0.001189,0.001189,0.001255,0.001222,0.001271,0.001385,0.001466,0.001613,0.001532,0.001483,0.001499,0.001466,0.001255,0.001271,0.001304,0.001336,0.001369,0.001369,0.001466,0.001466,0.001499,0.001418,
March    ,Weekend,0.001352,0.001287,0,0.001222,0.001255,0.001336,0.001369,0.001515,0.001515,0.001532,0.001613,0.00158,0.001515,0.001434,0.001352,0.001369,0.001369,0.001401,0.001499,0.001662,0.001776,0.001695,0.001515,
March    ,Weekday,0.001304,0.001238,0.001222,0.001222,0.001255,0.001352,0.001515,0.001629,0.001515,0.001369,0.001255,0.001141,0.001124,0.001108,0.001059,0.001092,0.001173,0.001336,0.001466,0.001564,0.001646,0.001515,0.001385,
March    ,Weekday,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,
March    ,Weekday,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,
March    ,Weekday,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,
March    ,Weekend,0.001401,0.001255,0.001287,0.001206,0.001206,0.00132,0.001515,0.001515,0.001548,0.00145,0.001352,0.001206,0.001255,0.001206,0.001173,0.001189,0.001271,0.001336,0.001434,0.001597,0.001532,0.001662,0.001499,
March    ,Weekend,0.001255,0.001189,0.001189,0.001255,0.001222,0.001271,0.001385,0.001466,0.001613,0.001532,0.001483,0.001499,0.001466,0.001255,0.001271,0.001304,0.001336,0.001369,0.001369,0.001466,0.001466,0.001499,0.001418,
March    ,Weekday,0.001352,0.001287,0.000961,0.001222,0.001255,0.001336,0.001369,0.001515,0.001515,0.001532,0.001613,0.00158,0.001515,0.001434,0.001352,0.001369,0.001369,0.001401,0.001499,0.001662,0.001776,0.001695,0.001515,
March    ,Weekday,0.001304,0.001238,0.001222,0.001222,0.001255,0.001352,0.001515,0.001629,0.001515,0.001369,0.001255,0.001141,0.001124,0.001108,0.001059,0.001092,0.001173,0.001336,0.001466,0.001564,0.001646,0.001515,0.001385,
March    ,Weekday,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,
March    ,Weekday,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,
March    ,Weekday,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,
March    ,Weekend,0.001401,0.001255,0.001287,0.001206,0.001206,0.00132,0.001515,0.001515,0.001548,0.00145,0.001352,0.001206,0.001255,0.001206,0.001173,0.001189,0.001271,0.001336,0.001434,0.001597,0.001532,0.001662,0.001499,
March    ,Weekend,0.001255,0.001189,0.001189,0.001255,0.001222,0.001271,0.001385,0.001466,0.001613,0.001532,0.001483,0.001499,0.001466,0.001255,0.001271,0.001304,0.001336,0.001369,0.001369,0.001466,0.001466,0.001499,0.001418,
March    ,Weekday,0.001352,0.001287,0.000961,0.001222,0.001255,0.001336,0.001369,0.001515,0.001515,0.001532,0.001613,0.00158,0.001515,0.001434,0.001352,0.001369,0.001369,0.001401,0.001499,0.001662,0.001776,0.001695,0.001515,
March    ,Weekday,0.001304,0.001238,0.001222,0.001222,0.001255,0.001352,0.001515,0.001629,0.001515,0.001369,0.001255,0.001141,0.001124,0.001108,0.001059,0.001092,0.001173,0.001336,0.001466,0.001564,0.001646,0.001515,0.001385,
March    ,Weekday,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,
March    ,Weekday,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,
March    ,Weekday,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,
April    ,Weekend,0.001325,0.001325,0.001279,0.001233,0.001142,0.001233,0.001416,0.001393,0.001462,0.001439,0.001553,0.001484,0.001347,0.001439,0.001484,0.001302,0.00137,0.001439,0.00153,0.001599,0.001667,0.001736,0.001667,
April    ,Weekend,0.001393,0.00121,0.001096,0.001165,0.001119,0.001256,0.001256,0.001279,0.001484,0.001667,0.001553,0.001393,0.001325,0.001416,0.001325,0.001325,0.001393,0.001439,0.00153,0.001667,0.001758,0.001736,0.001599,
April    ,Weekday,0.00137,0.00121,0.001165,0.001165,0.00121,0.001279,0.001233,0.001462,0.001507,0.001507,0.001553,0.00153,0.001462,0.00153,0.001484,0.001439,0.001347,0.001279,0.001507,0.001667,0.001736,0.001736,0.001576,
April    ,Weekday,0.001279,0.001302,0.001233,0.001142,0.001096,0.001188,0.001462,0.001507,0.001484,0.001302,0.001256,0.001256,0.001165,0.001119,0.001142,0.001142,0.001188,0.00137,0.001644,0.001804,0.001964,0.001827,0.001713,
April    ,Weekday,0.001165,0.001051,0.001028,0.000982,0.000982,0.001051,0.001347,0.001279,0.001393,0.001256,0.001142,0.001119,0.001028,0.001028,0.001073,0.001142,0.001165,0.001279,0.001347,0.001713,0.001781,0.001781,0.001484,
April    ,Weekday,0.001256,0.001165,0.001165,0.00121,0.001165,0.00121,0.001553,0.00153,0.001393,0.001393,0.001347,0.001416,0.001393,0.001347,0.001325,0.001188,0.001416,0.001621,0.001553,0.001873,0.001941,0.001918,0.001644,
April    ,Weekday,0.001347,0.001279,0.001233,0.001256,0.001188,0.001233,0.001484,0.001576,0.00153,0.001439,0.001439,0.001279,0.001256,0.001142,0.001142,0.001096,0.001325,0.001279,0.001416,0.001621,0.001781,0.00169,0.001576,
April    ,Weekend,0.001325,0.001325,0.001279,0.001233,0.001142,0.001233,0.001416,0.001393,0.001462,0.001439,0.001553,0.001484,0.001347,0.001439,0.001484,0.001302,0.00137,0.001439,0.00153,0.001599,0.001667,0.001736,0.001667,
April    ,Weekend,0.001393,0.00121,0.001096,0.001165,0.001119,0.001256,0.001256,0.001279,0.001484,0.001667,0.001553,0.001393,0.001325,0.001416,0.001325,0.001325,0.001393,0.001439,0.00153,0.001667,0.001758,0.001736,0.001599,
April    ,Weekday,0.00137,0.00121,0.001165,0.001165,0.00121,0.001279,0.001233,0.001462,0.001507,0.001507,0.001553,0.00153,0.001462,0.00153,0.001484,0.001439,0.001347,0.001279,0.001507,0.001667,0.001736,0.001736,0.001576,
April    ,Weekday,0.001279,0.001302,0.001233,0.001142,0.001096,0.001188,0.001462,0.001507,0.001484,0.001302,0.001256,0.001256,0.001165,0.001119,0.001142,0.001142,0.001188,0.00137,0.001644,0.001804,0.001964,0.001827,0.001713,
April    ,Weekday,0.001165,0.001051,0.001028,0.000982,0.000982,0.001051,0.001347,0.001279,0.001393,0.001256,0.001142,0.001119,0.001028,0.001028,0.001073,0.001142,0.001165,0.001279,0.001347,0.001713,0.001781,0.001781,0.001484,
April    ,Weekday,0.001256,0.001165,0.001165,0.00121,0.001165,0.00121,0.001553,0.00153,0.001393,0.001393,0.001347,0.001416,0.001393,0.001347,0.001325,0.001188,0.001416,0.001621,0.001553,0.001873,0.001941,0.001918,0.001644,
April    ,Weekday,0.001347,0.001279,0.001233,0.001256,0.001188,0.001233,0.001484,0.001576,0.00153,0.001439,0.001439,0.001279,0.001256,0.001142,0.001142,0.001096,0.001325,0.001279,0.001416,0.001621,0.001781,0.00169,0.001576,
April    ,Weekend,0.001325,0.001325,0.001279,0.001233,0.001142,0.001233,0.001416,0.001393,0.001462,0.001439,0.001553,0.001484,0.001347,0.001439,0.001484,0.001302,0.00137,0.001439,0.00153,0.001599,0.001667,0.001736,0.001667,
April    ,Weekend,0.001393,0.00121,0.001096,0.001165,0.001119,0.001256,0.001256,0.001279,0.001484,0.001667,0.001553,0.001393,0.001325,0.001416,0.001325,0.001325,0.001393,0.001439,0.00153,0.001667,0.001758,0.001736,0.001599,
April    ,Weekday,0.00137,0.00121,0.001165,0.001165,0.00121,0.001279,0.001233,0.001462,0.001507,0.001507,0.001553,0.00153,0.001462,0.00153,0.001484,0.001439,0.001347,0.001279,0.001507,0.001667,0.001736,0.001736,0.001576,
April    ,Weekday,0.001279,0.001302,0.001233,0.001142,0.001096,0.001188,0.001462,0.001507,0.001484,0.001302,0.001256,0.001256,0.001165,0.001119,0.001142,0.001142,0.001188,0.00137,0.001644,0.001804,0.001964,0.001827,0.001713,
April    ,Weekday,0.001165,0.001051,0.001028,0.000982,0.000982,0.001051,0.001347,0.001279,0.001393,0.001256,0.001142,0.001119,0.001028,0.001028,0.001073,0.001142,0.001165,0.001279,0.001347,0.001713,0.001781,0.001781,0.001484,
