CST,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
Sun 01/18/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 01/19/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 01/20/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 01/21/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Thu 01/22/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Fri 01/23/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sat 01/24/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sun 01/25/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 01/26/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 01/27/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 01/28/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Thu 01/29/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Fri 01/30/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sat 01/31/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sun 02/01/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 02/02/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 02/03/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 02/04/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Thu 02/05/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Fri 02/06/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sat 02/07/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sun 02/08/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 02/09/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 02/10/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 02/11/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Thu 02/12/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Fri 02/13/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sat 02/14/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sun 02/15/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 02/16/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 02/17/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 02/18/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Thu 02/19/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Fri 02/20/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sat 02/21/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sun 02/22/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 02/23/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 02/24/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 02/25/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Thu 02/26/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Fri 02/27/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sat 02/28/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sun 03/01/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 03/02/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 03/03/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 03/04/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Thu 03/05/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Fri 03/06/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sat 03/07/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sun 03/08/2015,0.000239866,0.000239866,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 03/09/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 03/10/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 03/11/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Thu 03/12/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Fri 03/13/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sat 03/14/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Sun 03/15/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Mon 03/16/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Tue 03/17/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866
Wed 03/18/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Thu 03/19/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Fri 03/20/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Sat 03/21/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Sun 03/22/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Mon 03/23/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Tue 03/24/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Wed 03/25/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Thu 03/26/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Fri 03/27/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Sat 03/28/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Sun 03/29/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
Mon 03/30/2015,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000239866,0.000119933,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000119933,0.000239866,0.000239866,0.000239866,0.000239866
