month,daytype,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23,hr24
April    ,Weekday,1.1092,1.0476,0.9915,0.926,0.9175,1.054,1.1784,1.505,1.3695,1.1925,0.9849,1.0146,0.9618,0.9974,1.0345,0.8961,1.0786,1.0795,1.1666,1.2736,1.2343,1.3115,1.3296,1.2188
April    ,Weekend,1.192,1.1892,1.1357,1.1333,1.0816,1.1917,1.1904,1.2512,1.2665,1.2445,1.244,1.1243,1.1793,1.1759,1.1864,1.0578,1.0305,1.0389,1.2084,1.1893,1.2052,1.1236,1.0912,1.0133
April    ,Weekend,0.9773,0.8791,0.8967,0.8759,0.971,1.0164,1.0628,1.3722,1.4543,1.1858,1.0572,1.0573,0.8856,0.9704,0.9276,0.8383,0.8248,0.9221,0.8864,1.1844,1.0998,1.0232,1.0119,0.8993
April    ,Weekday,0.7767,0.6882,0.6859,0.6886,0.7478,0.7841,1.0411,1.1188,1.0284,0.83,0.7007,0.6842,0.638,0.6894,0.6418,0.5902,0.6734,0.5767,0.6894,0.8314,1.0052,0.9214,0.8981,0.7433
April    ,Weekday,0.6648,0.5211,0.4809,0.4301,0.5031,0.5444,0.6938,0.7173,0.6845,0.7194,0.6814,0.8261,0.6846,0.7048,0.7241,0.7054,0.7511,0.8097,0.8993,1.178,1.2151,1.1708,1.0575,0.8963
April    ,Weekday,0.8727,0.7739,0.7759,0.7461,0.9115,1.0163,1.2904,1.3473,1.2006,1.1258,0.9298,0.7335,0.6783,0.609,0.5788,0.6132,0.693,0.7103,0.773,0.8352,0.9936,1.0047,0.8254,0.7763
April    ,Weekday,0.6234,0.5899,0.5782,0.5539,0.6227,0.7489,0.924,1.0942,1.0833,0.8108,0.6529,0.5965,0.6905,0.6304,0.6906,0.6857,0.6509,0.7526,0.9133,0.9689,0.9925,0.9921,0.8273,0.6699
April    ,Weekday,0.6256,0.5512,0.5538,0.5663,0.6367,0.6596,0.8682,1.1413,0.9356,0.8288,0.8572,0.7746,0.7628,0.7931,0.8674,1.0841,0.9325,1.0263,1.0195,1.234,1.064,1.1973,1.1266,0.9049
April    ,Weekend,0.7746,0.8455,0.8502,0.7694,0.8153,0.8433,0.8036,1.0011,1.147,0.9667,1.1377,1.1091,1.0692,1.0313,1.2223,1.0828,1.0601,1.0196,1.2698,1.0298,1.2043,1.2187,1.0679,1.0034
April    ,Weekend,0.7777,0.6998,0.673,0.6821,0.6908,0.6362,0.7656,0.9291,1.2103,0.9891,0.978,0.889,0.9009,0.8141,0.7886,0.7896,0.8253,0.8452,0.7429,0.8749,1.1865,1.0518,0.9219,0.7144
April    ,Weekday,0.5469,0.5483,0.4977,0.5285,0.6153,0.6605,0.7796,0.81,0.7575,0.7188,0.6672,0.6699,0.6353,0.5855,0.5843,0.6285,0.7409,0.7955,0.8705,0.9473,1.213,1.1494,0.9723,0.7111
April    ,Weekday,0.6302,0.49,0.464,0.4689,0.4787,0.5338,0.7276,0.8118,0.6904,0.7195,0.6337,0.6056,0.7169,0.5754,0.6479,0.6436,0.8079,0.8585,0.7876,0.8877,1.1749,1.0997,0.8802,0.7283
April    ,Weekday,0.5824,0.5103,0.5069,0.4846,0.5227,0.6142,0.8085,0.9022,0.7313,0.6884,0.8233,0.7229,0.7521,0.5837,0.782,0.8096,0.7645,0.8022,0.9708,1.0553,1.1566,1.0519,0.8645,0.8603
April    ,Weekday,0.6701,0.5844,0.5623,0.6774,0.7542,0.7505,1.0362,1.0444,1.0232,0.762,0.6216,0.5407,0.6559,0.6119,0.6421,0.704,0.8509,0.785,0.7779,0.9507,0.9468,0.9514,0.8631,0.8666
April    ,Weekday,0.5715,0.5248,0.5191,0.5923,0.6015,0.5945,0.8498,0.9367,0.8787,0.7217,0.585,0.5072,0.5306,0.5446,0.5625,0.5709,0.5894,0.6756,0.7143,0.8013,0.7697,0.9336,0.8303,0.7534
April    ,Weekend,0.6092,0.6599,0.6105,0.6028,0.5899,0.6493,0.6526,0.6777,0.8137,0.9602,1.0359,1.0537,0.9168,1.0208,0.9068,0.9241,0.9563,0.9827,0.9599,1.0531,0.9903,0.901,0.8274,0.6713
April    ,Weekend,0.6055,0.5408,0.5411,0.5805,0.5396,0.5503,0.5906,0.9046,0.8691,0.8848,0.8994,0.9466,0.8591,0.8265,0.7437,0.707,0.7593,0.8486,0.8461,0.8641,0.936,1.0012,0.8395,0.7041
April    ,Weekday,0.6132,0.4555,0.5076,0.4926,0.5635,0.5496,0.7185,0.8383,0.9186,0.7418,0.7216,0.677,0.659,0.6663,0.747,0.6595,0.5953,0.6557,0.7202,0.9419,0.9169,0.9295,0.8082,0.7363
April    ,Weekday,0.5516,0.4593,0.4617,0.4205,0.4564,0.5075,0.5766,0.691,0.8233,0.7888,0.5871,0.6542,0.6143,0.5786,0.6783,0.6822,0.6879,0.7167,0.6791,0.8041,0.9011,0.8608,0.8227,0.7496
