CST,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
Tue 01/12/2016,0.001183,0.00117,0.001079,0.001131,0.00117,0.001183,0.0013,0.001365,0.001404,0.001378,0.001352,0.001326,0.001365,0.001339,0.0013,0.001313,0.001404,0.001638,0.001716,0.001677,0.001625,0.001638,0.001573,0.001417
Wed 01/13/2016,0.001391,0.001313,0.0013,0.001287,0.001313,0.001365,0.001443,0.001599,0.001547,0.001456,0.001404,0.001443,0.001365,0.00143,0.001365,0.001391,0.001482,0.001586,0.001742,0.001768,0.001794,0.001755,0.001547,0.001443
Thu 01/14/2016,0.001365,0.001287,0.001352,0.001339,0.001339,0.001339,0.001417,0.001508,0.001547,0.001495,0.001508,0.001404,0.001352,0.001404,0.001261,0.001209,0.001378,0.001508,0.001534,0.001599,0.001573,0.001599,0.001482,0.001417
Fri 01/15/2016,0.001287,0.001209,0.001196,0.00117,0.001196,0.001261,0.001339,0.001339,0.001339,0.001313,0.001287,0.00117,0.001144,0.001118,0.001105,0.001144,0.001209,0.001404,0.001521,0.001508,0.001521,0.001547,0.001495,0.001365
Sat 01/16/2016,0.001313,0.001248,0.001222,0.001196,0.001196,0.001287,0.0013,0.001339,0.001352,0.001404,0.001417,0.001326,0.001313,0.001352,0.001339,0.001391,0.001404,0.001495,0.001521,0.001508,0.001534,0.001534,0.001469,0.001339
Sun 01/17/2016,0.001157,0.001092,0.001053,0.00104,0.00104,0.001066,0.001053,0.001144,0.001183,0.001248,0.001326,0.001404,0.001313,0.0013,0.001313,0.001261,0.001261,0.00143,0.001469,0.001404,0.001456,0.001378,0.001287,0.001222
Mon 01/18/2016,0.001105,0.001053,0.001001,0.000975,0.001053,0.001079,0.001183,0.00117,0.001274,0.00117,0.001157,0.001196,0.001196,0.001144,0.00117,0.001261,0.0013,0.001495,0.001586,0.001651,0.001651,0.001521,0.001417,0.001274
Tue 01/19/2016,0.001183,0.00117,0.001079,0.001131,0.00117,0.001183,0.0013,0.001365,0.001404,0.001378,0.001352,0.001326,0.001365,0.001339,0.0013,0.001313,0.001404,0.001638,0.001716,0.001677,0.001625,0.001638,0.001573,0.001417
Wed 01/20/2016,0.001391,0.001313,0.0013,0.001287,0.001313,0.001365,0.001443,0.001599,0.001547,0.001456,0.001404,0.001443,0.001365,0.00143,0.001365,0.001391,0.001482,0.001586,0.001742,0.001768,0.001794,0.001755,0.001547,0.001443
Thu 01/21/2016,0.001365,0.001287,0.001352,0.001339,0.001339,0.001339,0.001417,0.001508,0.001547,0.001495,0.001508,0.001404,0.001352,0.001404,0.001261,0.001209,0.001378,0.001508,0.001534,0.001599,0.001573,0.001599,0.001482,0.001417
Fri 01/22/2016,0.001287,0.001209,0.001196,0.00117,0.001196,0.001261,0.001339,0.001339,0.001339,0.001313,0.001287,0.00117,0.001144,0.001118,0.001105,0.001144,0.001209,0.001404,0.001521,0.001508,0.001521,0.001547,0.001495,0.001365
Sat 01/23/2016,0.001313,0.001248,0.001222,0.001196,0.001196,0.001287,0.0013,0.001339,0.001352,0.001404,0.001417,0.001326,0.001313,0.001352,0.001339,0.001391,0.001404,0.001495,0.001521,0.001508,0.001534,0.001534,0.001469,0.001339
Sun 01/24/2016,0.001157,0.001092,0.001053,0.00104,0.00104,0.001066,0.001053,0.001144,0.001183,0.001248,0.001326,0.001404,0.001313,0.0013,0.001313,0.001261,0.001261,0.00143,0.001469,0.001404,0.001456,0.001378,0.001287,0.001222
Mon 01/25/2016,0.001105,0.001053,0.001001,0.000975,0.001053,0.001079,0.001183,0.00117,0.001274,0.00117,0.001157,0.001196,0.001196,0.001144,0.00117,0.001261,0.0013,0.001495,0.001586,0.001651,0.001651,0.001521,0.001417,0.001274
Tue 01/26/2016,0.001183,0.00117,0.001079,0.001131,0.00117,0.001183,0.0013,0.001365,0.001404,0.001378,0.001352,0.001326,0.001365,0.001339,0.0013,0.001313,0.001404,0.001638,0.001716,0.001677,0.001625,0.001638,0.001573,0.001417
Wed 01/27/2016,0.001391,0.001313,0.0013,0.001287,0.001313,0.001365,0.001443,0.001599,0.001547,0.001456,0.001404,0.001443,0.001365,0.00143,0.001365,0.001391,0.001482,0.001586,0.001742,0.001768,0.001794,0.001755,0.001547,0.001443
Thu 01/28/2016,0.001365,0.001287,0.001352,0.001339,0.001339,0.001339,0.001417,0.001508,0.001547,0.001495,0.001508,0.001404,0.001352,0.001404,0.001261,0.001209,0.001378,0.001508,0.001534,0.001599,0.001573,0.001599,0.001482,0.001417
Fri 01/29/2016,0.001287,0.001209,0.001196,0.00117,0.001196,0.001261,0.001339,0.001339,0.001339,0.001313,0.001287,0.00117,0.001144,0.001118,0.001105,0.001144,0.001209,0.001404,0.001521,0.001508,0.001521,0.001547,0.001495,0.001365
Sat 01/30/2016,0.001313,0.001248,0.001222,0.001196,0.001196,0.001287,0.0013,0.001339,0.001352,0.001404,0.001417,0.001326,0.001313,0.001352,0.001339,0.001391,0.001404,0.001495,0.001521,0.001508,0.001534,0.001534,0.001469,0.001339
Sun 01/31/2016,0.001157,0.001092,0.001053,0.00104,0.00104,0.001066,0.001053,0.001144,0.001183,0.001248,0.001326,0.001404,0.001313,0.0013,0.001313,0.001261,0.001261,0.00143,0.001469,0.001404,0.001456,0.001378,0.001287,0.001222
Mon 02/01/2016,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,0.001595
Tue 02/02/2016,0.00151,0.001482,0.001412,0.001412,0.00144,0.00151,0.001609,0.001609,0.001567,0.001454,0.001383,0.001285,0.00127,0.0012,0.001172,0.0012,0.001299,0.001426,0.001567,0.001708,0.001765,0.001694,0.001567,0.001496
Wed 02/03/2016,0.001369,0.001313,0.001285,0.001299,0.001341,0.001397,0.001581,0.001539,0.001496,0.001327,0.001285,0.00127,0.001256,0.001214,0.001172,0.001129,0.001256,0.001397,0.001454,0.001539,0.001637,0.001623,0.001525,0.001369
Thu 02/04/2016,0.001285,0.001172,0.001172,0.001186,0.001172,0.001228,0.00144,0.001525,0.001426,0.001242,0.001327,0.001341,0.001186,0.0012,0.001186,0.001228,0.001285,0.00151,0.001567,0.001736,0.001807,0.001736,0.001539,0.001412
Fri 02/05/2016,0.001383,0.001299,0.001285,0.001285,0.001355,0.001383,0.001482,0.001581,0.00144,0.001426,0.001397,0.001285,0.00127,0.001228,0.001214,0.001299,0.001341,0.001426,0.001609,0.001708,0.001609,0.001637,0.001609,0.001539
Sat 02/06/2016,0.001454,0.001355,0.001369,0.001341,0.001412,0.001369,0.001482,0.001539,0.001609,0.001694,0.001567,0.001496,0.00144,0.001454,0.001426,0.001482,0.001454,0.00144,0.001652,0.001567,0.001581,0.00144,0.001468,0.001313
Sun 02/07/2016,0.001355,0.001285,0.001228,0.00127,0.001242,0.001412,0.001355,0.001397,0.001496,0.001482,0.001525,0.001496,0.001383,0.001285,0.001341,0.001299,0.001383,0.00151,0.001553,0.001623,0.001652,0.001525,0.001426,0.001355
Mon 02/08/2016,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,0.001595
Tue 02/09/2016,0.00151,0.001482,0.001412,0.001412,0.00144,0.00151,0.001609,0.001609,0.001567,0.001454,0.001383,0.001285,0.00127,0.0012,0.001172,0.0012,0.001299,0.001426,0.001567,0.001708,0.001765,0.001694,0.001567,0.001496
Wed 02/10/2016,0.001369,0.001313,0.001285,0.001299,0.001341,0.001397,0.001581,0.001539,0.001496,0.001327,0.001285,0.00127,0.001256,0.001214,0.001172,0.001129,0.001256,0.001397,0.001454,0.001539,0.001637,0.001623,0.001525,0.001369
Thu 02/11/2016,0.001285,0.001172,0.001172,0.001186,0.001172,0.001228,0.00144,0.001525,0.001426,0.001242,0.001327,0.001341,0.001186,0.0012,0.001186,0.001228,0.001285,0.00151,0.001567,0.001736,0.001807,0.001736,0.001539,0.001412
Fri 02/12/2016,0.001383,0.001299,0.001285,0.001285,0.001355,0.001383,0.001482,0.001581,0.00144,0.001426,0.001397,0.001285,0.00127,0.001228,0.001214,0.001299,0.001341,0.001426,0.001609,0.001708,0.001609,0.001637,0.001609,0.001539
Sat 02/13/2016,0.001454,0.001355,0.001369,0.001341,0.001412,0.001369,0.001482,0.001539,0.001609,0.001694,0.001567,0.001496,0.00144,0.001454,0.001426,0.001482,0.001454,0.00144,0.001652,0.001567,0.001581,0.00144,0.001468,0.001313
Sun 02/14/2016,0.001355,0.001285,0.001228,0.00127,0.001242,0.001412,0.001355,0.001397,0.001496,0.001482,0.001525,0.001496,0.001383,0.001285,0.001341,0.001299,0.001383,0.00151,0.001553,0.001623,0.001652,0.001525,0.001426,0.001355
Mon 02/15/2016,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,0.001595
Tue 02/16/2016,0.00151,0.001482,0.001412,0.001412,0.00144,0.00151,0.001609,0.001609,0.001567,0.001454,0.001383,0.001285,0.00127,0.0012,0.001172,0.0012,0.001299,0.001426,0.001567,0.001708,0.001765,0.001694,0.001567,0.001496
Wed 02/17/2016,0.001369,0.001313,0.001285,0.001299,0.001341,0.001397,0.001581,0.001539,0.001496,0.001327,0.001285,0.00127,0.001256,0.001214,0.001172,0.001129,0.001256,0.001397,0.001454,0.001539,0.001637,0.001623,0.001525,0.001369
Thu 02/18/2016,0.001285,0.001172,0.001172,0.001186,0.001172,0.001228,0.00144,0.001525,0.001426,0.001242,0.001327,0.001341,0.001186,0.0012,0.001186,0.001228,0.001285,0.00151,0.001567,0.001736,0.001807,0.001736,0.001539,0.001412
Fri 02/19/2016,0.001383,0.001299,0.001285,0.001285,0.001355,0.001383,0.001482,0.001581,0.00144,0.001426,0.001397,0.001285,0.00127,0.001228,0.001214,0.001299,0.001341,0.001426,0.001609,0.001708,0.001609,0.001637,0.001609,0.001539
Sat 02/20/2016,0.001454,0.001355,0.001369,0.001341,0.001412,0.001369,0.001482,0.001539,0.001609,0.001694,0.001567,0.001496,0.00144,0.001454,0.001426,0.001482,0.001454,0.00144,0.001652,0.001567,0.001581,0.00144,0.001468,0.001313
Sun 02/21/2016,0.001355,0.001285,0.001228,0.00127,0.001242,0.001412,0.001355,0.001397,0.001496,0.001482,0.001525,0.001496,0.001383,0.001285,0.001341,0.001299,0.001383,0.00151,0.001553,0.001623,0.001652,0.001525,0.001426,0.001355
Mon 02/22/2016,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,0.001595
Tue 02/23/2016,0.00151,0.001482,0.001412,0.001412,0.00144,0.00151,0.001609,0.001609,0.001567,0.001454,0.001383,0.001285,0.00127,0.0012,0.001172,0.0012,0.001299,0.001426,0.001567,0.001708,0.001765,0.001694,0.001567,0.001496
Wed 02/24/2016,0.001369,0.001313,0.001285,0.001299,0.001341,0.001397,0.001581,0.001539,0.001496,0.001327,0.001285,0.00127,0.001256,0.001214,0.001172,0.001129,0.001256,0.001397,0.001454,0.001539,0.001637,0.001623,0.001525,0.001369
Thu 02/25/2016,0.001285,0.001172,0.001172,0.001186,0.001172,0.001228,0.00144,0.001525,0.001426,0.001242,0.001327,0.001341,0.001186,0.0012,0.001186,0.001228,0.001285,0.00151,0.001567,0.001736,0.001807,0.001736,0.001539,0.001412
Fri 02/26/2016,0.001383,0.001299,0.001285,0.001285,0.001355,0.001383,0.001482,0.001581,0.00144,0.001426,0.001397,0.001285,0.00127,0.001228,0.001214,0.001299,0.001341,0.001426,0.001609,0.001708,0.001609,0.001637,0.001609,0.001539
Sat 02/27/2016,0.001454,0.001355,0.001369,0.001341,0.001412,0.001369,0.001482,0.001539,0.001609,0.001694,0.001567,0.001496,0.00144,0.001454,0.001426,0.001482,0.001454,0.00144,0.001652,0.001567,0.001581,0.00144,0.001468,0.001313
Sun 02/28/2016,0.001355,0.001285,0.001228,0.00127,0.001242,0.001412,0.001355,0.001397,0.001496,0.001482,0.001525,0.001496,0.001383,0.001285,0.001341,0.001299,0.001383,0.00151,0.001553,0.001623,0.001652,0.001525,0.001426,0.001355
Mon 02/29/2016,0.001256,0.001242,0.00127,0.001285,0.001313,0.001412,0.001496,0.001623,0.001539,0.001553,0.001553,0.001482,0.00151,0.001412,0.001369,0.001412,0.001454,0.00168,0.00175,0.001835,0.001906,0.001849,0.001694,0.001595
Tue 03/01/2016,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,0.00132
Wed 03/02/2016,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,0.001336
Thu 03/03/2016,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,0.001466
Fri 03/04/2016,0.001401,0.001255,0.001287,0.001206,0.001206,0.00132,0.001515,0.001515,0.001548,0.00145,0.001352,0.001206,0.001255,0.001206,0.001173,0.001189,0.001271,0.001336,0.001434,0.001597,0.001532,0.001662,0.001499,0.001369
Sat 03/05/2016,0.001255,0.001189,0.001189,0.001255,0.001222,0.001271,0.001385,0.001466,0.001613,0.001532,0.001483,0.001499,0.001466,0.001255,0.001271,0.001304,0.001336,0.001369,0.001369,0.001466,0.001466,0.001499,0.001418,0.001304
Sun 03/06/2016,0.001352,0.001287,0.000961,0.001222,0.001255,0.001336,0.001369,0.001515,0.001515,0.001532,0.001613,0.00158,0.001515,0.001434,0.001352,0.001369,0.001369,0.001401,0.001499,0.001662,0.001776,0.001695,0.001515,0.001385
Mon 03/07/2016,0.001304,0.001238,0.001222,0.001222,0.001255,0.001352,0.001515,0.001629,0.001515,0.001369,0.001255,0.001141,0.001124,0.001108,0.001059,0.001092,0.001173,0.001336,0.001466,0.001564,0.001646,0.001515,0.001385,0.001369
Tue 03/08/2016,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,0.00132
Wed 03/09/2016,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,0.001336
Thu 03/10/2016,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,0.001466
Fri 03/11/2016,0.001401,0.001255,0.001287,0.001206,0.001206,0.00132,0.001515,0.001515,0.001548,0.00145,0.001352,0.001206,0.001255,0.001206,0.001173,0.001189,0.001271,0.001336,0.001434,0.001597,0.001532,0.001662,0.001499,0.001369
Sat 03/12/2016,0.001255,0.001189,0.001189,0.001255,0.001222,0.001271,0.001385,0.001466,0.001613,0.001532,0.001483,0.001499,0.001466,0.001255,0.001271,0.001304,0.001336,0.001369,0.001369,0.001466,0.001466,0.001499,0.001418,0.001304
Sun 03/13/2016,0.001352,0.001287,0,0.001222,0.001255,0.001336,0.001369,0.001515,0.001515,0.001532,0.001613,0.00158,0.001515,0.001434,0.001352,0.001369,0.001369,0.001401,0.001499,0.001662,0.001776,0.001695,0.001515,0.001385
Mon 03/14/2016,0.001304,0.001238,0.001222,0.001222,0.001255,0.001352,0.001515,0.001629,0.001515,0.001369,0.001255,0.001141,0.001124,0.001108,0.001059,0.001092,0.001173,0.001336,0.001466,0.001564,0.001646,0.001515,0.001385,0.001369
Tue 03/15/2016,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,0.00132
Wed 03/16/2016,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,0.001336
Thu 03/17/2016,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,0.001466
Fri 03/18/2016,0.001401,0.001255,0.001287,0.001206,0.001206,0.00132,0.001515,0.001515,0.001548,0.00145,0.001352,0.001206,0.001255,0.001206,0.001173,0.001189,0.001271,0.001336,0.001434,0.001597,0.001532,0.001662,0.001499,0.001369
Sat 03/19/2016,0.001255,0.001189,0.001189,0.001255,0.001222,0.001271,0.001385,0.001466,0.001613,0.001532,0.001483,0.001499,0.001466,0.001255,0.001271,0.001304,0.001336,0.001369,0.001369,0.001466,0.001466,0.001499,0.001418,0.001304
Sun 03/20/2016,0.001352,0.001287,0.000961,0.001222,0.001255,0.001336,0.001369,0.001515,0.001515,0.001532,0.001613,0.00158,0.001515,0.001434,0.001352,0.001369,0.001369,0.001401,0.001499,0.001662,0.001776,0.001695,0.001515,0.001385
Mon 03/21/2016,0.001304,0.001238,0.001222,0.001222,0.001255,0.001352,0.001515,0.001629,0.001515,0.001369,0.001255,0.001141,0.001124,0.001108,0.001059,0.001092,0.001173,0.001336,0.001466,0.001564,0.001646,0.001515,0.001385,0.001369
Tue 03/22/2016,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,0.00132
Wed 03/23/2016,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,0.001336
Thu 03/24/2016,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,0.001466
Fri 03/25/2016,0.001401,0.001255,0.001287,0.001206,0.001206,0.00132,0.001515,0.001515,0.001548,0.00145,0.001352,0.001206,0.001255,0.001206,0.001173,0.001189,0.001271,0.001336,0.001434,0.001597,0.001532,0.001662,0.001499,0.001369
Sat 03/26/2016,0.001255,0.001189,0.001189,0.001255,0.001222,0.001271,0.001385,0.001466,0.001613,0.001532,0.001483,0.001499,0.001466,0.001255,0.001271,0.001304,0.001336,0.001369,0.001369,0.001466,0.001466,0.001499,0.001418,0.001304
Sun 03/27/2016,0.001352,0.001287,0.000961,0.001222,0.001255,0.001336,0.001369,0.001515,0.001515,0.001532,0.001613,0.00158,0.001515,0.001434,0.001352,0.001369,0.001369,0.001401,0.001499,0.001662,0.001776,0.001695,0.001515,0.001385
Mon 03/28/2016,0.001304,0.001238,0.001222,0.001222,0.001255,0.001352,0.001515,0.001629,0.001515,0.001369,0.001255,0.001141,0.001124,0.001108,0.001059,0.001092,0.001173,0.001336,0.001466,0.001564,0.001646,0.001515,0.001385,0.001369
Tue 03/29/2016,0.001271,0.001157,0.001141,0.001141,0.001189,0.001238,0.001515,0.001499,0.001466,0.001304,0.001173,0.001189,0.001124,0.001059,0.001059,0.001141,0.001238,0.001304,0.00145,0.001597,0.001613,0.001629,0.00145,0.00132
Wed 03/30/2016,0.001238,0.001206,0.001173,0.001222,0.001222,0.001255,0.001483,0.001434,0.001418,0.001336,0.001189,0.001189,0.001173,0.001108,0.001108,0.001124,0.001189,0.001287,0.001401,0.001646,0.00158,0.001613,0.00145,0.001336
Thu 03/31/2016,0.001157,0.001092,0.001092,0.001157,0.001206,0.001189,0.001418,0.001385,0.001434,0.001401,0.001287,0.001271,0.001206,0.001157,0.001189,0.001206,0.001304,0.001336,0.001483,0.001662,0.001629,0.001597,0.001597,0.001466
Fri 04/01/2016,0.001325,0.001325,0.001279,0.001233,0.001142,0.001233,0.001416,0.001393,0.001462,0.001439,0.001553,0.001484,0.001347,0.001439,0.001484,0.001302,0.00137,0.001439,0.00153,0.001599,0.001667,0.001736,0.001667,0.001462
Sat 04/02/2016,0.001393,0.00121,0.001096,0.001165,0.001119,0.001256,0.001256,0.001279,0.001484,0.001667,0.001553,0.001393,0.001325,0.001416,0.001325,0.001325,0.001393,0.001439,0.00153,0.001667,0.001758,0.001736,0.001599,0.00153
Sun 04/03/2016,0.00137,0.00121,0.001165,0.001165,0.00121,0.001279,0.001233,0.001462,0.001507,0.001507,0.001553,0.00153,0.001462,0.00153,0.001484,0.001439,0.001347,0.001279,0.001507,0.001667,0.001736,0.001736,0.001576,0.00137
Mon 04/04/2016,0.001279,0.001302,0.001233,0.001142,0.001096,0.001188,0.001462,0.001507,0.001484,0.001302,0.001256,0.001256,0.001165,0.001119,0.001142,0.001142,0.001188,0.00137,0.001644,0.001804,0.001964,0.001827,0.001713,0.00137
Tue 04/05/2016,0.001165,0.001051,0.001028,0.000982,0.000982,0.001051,0.001347,0.001279,0.001393,0.001256,0.001142,0.001119,0.001028,0.001028,0.001073,0.001142,0.001165,0.001279,0.001347,0.001713,0.001781,0.001781,0.001484,0.001302
Wed 04/06/2016,0.001256,0.001165,0.001165,0.00121,0.001165,0.00121,0.001553,0.00153,0.001393,0.001393,0.001347,0.001416,0.001393,0.001347,0.001325,0.001188,0.001416,0.001621,0.001553,0.001873,0.001941,0.001918,0.001644,0.001484
Thu 04/07/2016,0.001347,0.001279,0.001233,0.001256,0.001188,0.001233,0.001484,0.001576,0.00153,0.001439,0.001439,0.001279,0.001256,0.001142,0.001142,0.001096,0.001325,0.001279,0.001416,0.001621,0.001781,0.00169,0.001576,0.001393
Fri 04/08/2016,0.001325,0.001325,0.001279,0.001233,0.001142,0.001233,0.001416,0.001393,0.001462,0.001439,0.001553,0.001484,0.001347,0.001439,0.001484,0.001302,0.00137,0.001439,0.00153,0.001599,0.001667,0.001736,0.001667,0.001462
Sat 04/09/2016,0.001393,0.00121,0.001096,0.001165,0.001119,0.001256,0.001256,0.001279,0.001484,0.001667,0.001553,0.001393,0.001325,0.001416,0.001325,0.001325,0.001393,0.001439,0.00153,0.001667,0.001758,0.001736,0.001599,0.00153
Sun 04/10/2016,0.00137,0.00121,0.001165,0.001165,0.00121,0.001279,0.001233,0.001462,0.001507,0.001507,0.001553,0.00153,0.001462,0.00153,0.001484,0.001439,0.001347,0.001279,0.001507,0.001667,0.001736,0.001736,0.001576,0.00137
Mon 04/11/2016,0.001279,0.001302,0.001233,0.001142,0.001096,0.001188,0.001462,0.001507,0.001484,0.001302,0.001256,0.001256,0.001165,0.001119,0.001142,0.001142,0.001188,0.00137,0.001644,0.001804,0.001964,0.001827,0.001713,0.00137
Tue 04/12/2016,0.001165,0.001051,0.001028,0.000982,0.000982,0.001051,0.001347,0.001279,0.001393,0.001256,0.001142,0.001119,0.001028,0.001028,0.001073,0.001142,0.001165,0.001279,0.001347,0.001713,0.001781,0.001781,0.001484,0.001302
Wed 04/13/2016,0.001256,0.001165,0.001165,0.00121,0.001165,0.00121,0.001553,0.00153,0.001393,0.001393,0.001347,0.001416,0.001393,0.001347,0.001325,0.001188,0.001416,0.001621,0.001553,0.001873,0.001941,0.001918,0.001644,0.001484
Thu 04/14/2016,0.001347,0.001279,0.001233,0.001256,0.001188,0.001233,0.001484,0.001576,0.00153,0.001439,0.001439,0.001279,0.001256,0.001142,0.001142,0.001096,0.001325,0.001279,0.001416,0.001621,0.001781,0.00169,0.001576,0.001393
