dt_strata,dow,pct_hourly_0100,pct_hourly_0200,pct_hourly_0300,pct_hourly_0400,pct_hourly_0500,pct_hourly_0600,pct_hourly_0700,pct_hourly_0800,pct_hourly_0900,pct_hourly_1000,pct_hourly_1100,pct_hourly_1200,pct_hourly_1300,pct_hourly_1400,pct_hourly_1500,pct_hourly_1600,pct_hourly_1700,pct_hourly_1800,pct_hourly_1900,pct_hourly_2000,pct_hourly_2100,pct_hourly_2200,pct_hourly_2300,pct_hourly_2400
1/18/2014,7,1.209157,0.219602,0.04499,0.016455,0.058154,0.087223,0.228518,0.205,0.127856,0.123924,0.344375,1.09652,0.686878,0.369702,0.279487,0.212263,0.180244,0.210997,0.258876,0.506286,0.362946,0.218554,0.217941,0.458347
1/19/2014,1,0.957033,0.114679,0.143275,0.113183,0.040798,0.192137,0.240962,0.197251,0.325599,0.477725,0.404447,0.862639,0.259499,0.324493,0.241229,0.29462,0.210579,0.240982,0.240386,0.396324,0.35946,0.117536,0.089398,0.504838
1/20/2014,2,0.102166,0.067881,0.272643,0.123392,0.062323,0.217094,0.263353,0.139913,0.302926,0.130816,0.160488,1.172163,0.212103,0.234918,0.499831,0.252987,0.252946,0.211826,0.302846,0.254283,0.385973,0.512792,0.250033,0.280034
1/21/2014,3,0.651973,0.083448,0.193587,0.090219,0.07553,0.322418,0.298799,0.134571,0.301628,0.304512,0.154054,1.118797,0.237243,0.169656,0.091641,0.104085,0.248214,0.250254,0.223749,0.217557,0.154535,0.107232,0.155903,0.23049
1/22/2014,4,0.081839,0.028004,0.169069,0.045383,0.089458,0.331666,0.24655,0.071392,0.112395,0.215208,0.434562,1.166265,0.108616,0.203654,0.298158,0.111238,0.159929,0.432297,0.518626,0.28877,0.201495,0.138229,0.211758,0.416168
1/23/2014,5,0.942162,0.164149,0.03674,0.05004,0.081662,0.209856,0.71888,0.283395,0.344701,0.50207,0.32392,1.328859,0.299859,0.107352,0.115174,0.14356,0.266117,0.349322,0.34892,0.29666,0.246801,0.145164,0.147871,0.106988
1/24/2014,6,0.571662,0.082981,0.067378,0.033097,0.073619,0.377348,0.189241,0.383175,0.408362,0.485248,0.393596,1.229154,0.167995,0.149267,0.220206,0.115651,0.180832,0.11116,0.276468,0.252989,0.283882,0.111601,0.126957,0.108171
1/25/2014,7,0.483879,0.081232,0.02357,0.0985,0.029938,0.248688,0.136591,0.110252,0.113881,0.140492,0.358955,0.918356,0.160663,0.224226,0.238833,0.162335,0.19231,0.300007,0.180527,0.16149,0.280014,0.362361,0.277571,0.186442
1/26/2014,1,0.087884,0.042042,0.06504,0.179904,0.086116,0.311134,0.24137,0.117714,0.441497,0.322974,0.283865,1.105101,0.111055,0.287748,0.358833,0.392854,0.482699,0.280674,0.31572,0.362195,0.298436,0.146804,0.264742,0.187505
1/27/2014,2,0.103158,0.038586,0.059843,0.033334,0.210704,0.153948,0.335407,0.261194,0.268157,0.352258,0.2734,1.307606,0.209958,0.185471,0.152842,0.168975,0.282318,0.339721,0.305184,0.12108,0.244538,0.163664,0.353237,0.180125
1/28/2014,3,0.606224,0.205598,0.073034,0.141089,0.024484,0.379453,0.259988,0.159178,0.383143,0.299843,0.216776,1.255505,0.198442,0.138013,0.218955,0.172308,0.147605,0.129823,0.236413,0.212316,0.485678,0.169241,0.132402,0.161934
1/29/2014,4,0.459649,0.076802,0.062858,0.04884,0.059921,0.373068,0.194336,0.288303,0.1782,0.141934,0.102268,0.696258,0.281787,0.146766,0.082074,0.068517,0.134768,0.18562,0.456151,0.324447,0.681193,0.199261,0.263762,0.430556
1/30/2014,5,0.102971,0.26338,0.120844,0.096448,0.115665,0.28608,0.16498,0.371401,0.916687,0.360261,0.205646,1.135989,0.207021,0.282178,0.153459,0.142631,0.210652,0.18061,0.219166,0.484384,0.610741,0.345015,0.169425,0.176195
1/31/2014,6,0.91464,0.380332,0.226766,0.051821,0.050762,0.295439,0.177308,0.238922,0.559982,0.470321,0.211294,0.923668,0.522092,0.140014,0.116903,0.264015,0.102807,0.172035,0.316892,0.229953,0.32354,0.34465,0.273449,0.104449
2/1/2014,7,0.484236,0.058139,0.057396,0.143392,0.060603,0.271542,0.2225,0.27119,0.341027,0.347582,0.319742,1.181891,0.334461,0.405629,0.405309,0.216007,0.283873,0.093926,0.260925,0.299973,0.23938,0.433892,0.247536,0.249656
2/2/2014,1,1.07896,0.145853,0.07207,0.138608,0.113588,0.312233,0.270835,0.312233,0.390727,0.326998,0.381219,1.105989,0.229707,0.277131,0.156282,0.142789,0.227871,0.208899,0.204642,0.495181,0.185948,0.243538,0.257992,0.292488
2/3/2014,2,0.916091,0.353443,0.069607,0.157543,0.052604,0.243831,0.315572,0.326294,0.550543,0.138543,0.23442,1.274088,0.264045,0.376489,0.178094,0.225654,0.266175,0.220639,0.468175,0.481354,0.770675,0.398736,0.225602,0.203662
2/4/2014,3,0.255867,0.033103,0.07781,0.124582,0.037716,0.300918,0.456424,0.46899,0.358058,0.239423,0.386169,1.477375,0.09497,0.068493,0.147437,0.048823,0.086666,0.191296,0.334028,0.276141,0.18916,0.088901,0.22228,0.259743
2/5/2014,4,0.075145,0.195204,0.070749,0.185703,0.124817,0.309187,0.261272,0.306442,0.246182,0.420428,0.360214,1.373381,0.251164,0.221758,0.099769,0.323917,0.227135,0.521926,0.353764,0.318794,0.290512,0.185539,0.180348,0.211943
2/6/2014,5,0.830751,0.125755,0.176978,0.055332,0.207212,0.271087,0.361977,0.325423,0.515639,0.462417,0.181475,1.206585,0.32874,0.267525,0.252073,0.134658,0.07084,0.343417,0.372844,0.274781,0.258437,0.12438,0.325851,0.324807
2/7/2014,6,0.267161,0.036931,0.198813,0.139083,0.071313,0.245547,0.371621,0.495658,0.471241,0.142509,0.333067,1.344058,0.18925,0.357377,0.192075,0.21178,0.152031,0.158326,0.38619,0.363532,0.171521,0.529921,0.238883,0.423345
2/8/2014,7,0.2212,0.157753,0.047473,0.186379,0.550456,0.460967,0.236877,0.23039,0.469066,0.238798,0.349063,0.535727,0.304631,0.43994,0.31059,0.452559,0.187863,0.41506,0.521819,0.294278,0.317812,0.348594,0.141774,0.226072
2/9/2014,1,0.285417,0.26186,0.211408,0.092593,0.193517,0.356515,0.234523,0.315348,0.643547,0.42023,0.370546,0.550715,0.370149,0.421663,0.324663,0.449593,0.52391,0.297065,0.27189,0.341323,0.175117,0.289595,0.154411,0.489071
2/10/2014,2,0.052246,0.068124,0.049515,0.076369,0.049952,0.149764,0.891018,1.046285,0.923041,0.207377,0.181011,1.445993,0.132036,0.182349,0.204438,0.126609,0.111384,0.259971,0.245972,0.182068,0.256054,0.142123,0.126055,0.135632
2/11/2014,3,0.127776,0.180415,0.083938,0.183972,0.070394,0.376594,0.185326,0.322049,0.969877,0.426299,0.310912,1.284195,0.209715,0.271644,0.145613,0.177354,0.043975,0.160329,0.212088,0.296916,0.430393,0.294876,0.131781,0.187568
2/12/2014,4,0.637119,0.119296,0.092765,0.20919,0.104318,0.416096,0.138427,0.394631,0.153204,0.257307,0.150389,1.24396,0.137314,0.096851,0.14912,0.19921,0.214318,0.404534,0.450494,0.181527,0.196582,0.266575,0.136038,0.285489
2/13/2014,5,0.486479,0.062223,0.215665,0.105741,0.260767,0.265658,0.196375,0.114522,0.277925,0.152341,0.215801,1.193027,0.313194,0.380882,0.159715,0.379677,0.309249,0.533563,0.544571,0.361434,0.300523,0.385972,0.172526,0.195701
2/14/2014,6,0.910705,0.225732,0.191983,0.076608,0.195577,0.1651,0.275177,0.241879,0.63543,0.417717,0.14337,1.280697,0.265265,0.159307,0.329087,0.183926,0.519255,0.168023,0.245286,0.231652,0.241049,0.197815,0.180869,0.139276
2/15/2014,7,0.46241,0.155924,0.062541,0.26703,0.050294,0.371802,0.148939,0.427275,0.411771,0.351657,0.24589,0.680919,0.205697,0.219695,0.390214,0.334231,0.411641,0.263461,0.224487,0.505015,0.332641,0.322922,0.153452,0.283568
2/16/2014,1,0.204926,0.159522,0.160731,0.201643,0.106132,0.391378,0.276512,0.247769,0.28132,0.271598,0.320194,1.195096,0.294004,0.366781,0.374988,0.265056,0.198475,0.302326,0.157547,0.440411,0.331755,0.169585,0.219348,0.339735
2/17/2014,2,0.291949,0.115479,0.248475,0.071514,0.190582,0.211226,0.358286,0.082527,0.339048,0.180892,0.310474,1.215989,0.380458,0.167496,0.088059,0.171525,0.101576,0.457273,0.386245,0.295127,0.189764,0.302249,0.083858,0.260264
2/18/2014,3,0.738754,0.115744,0.19277,0.122344,0.180269,0.327772,0.408092,0.233762,0.50265,0.325332,0.302836,1.064659,0.168323,0.237273,0.111813,0.195972,0.444418,0.421538,0.265083,0.260378,0.328687,0.238547,0.305185,0.282481
2/19/2014,4,0.138349,0.12484,0.111929,0.159099,0.117088,0.546105,0.280707,0.221901,0.277554,0.109502,0.335337,1.136165,0.447846,0.151774,0.160766,0.096926,0.180865,0.496504,0.451657,0.240055,0.223549,0.244263,0.143278,0.245114
2/20/2014,5,0.191595,0.183585,0.119344,0.056175,0.140591,0.239187,0.446202,0.219828,0.476284,0.312958,0.153811,1.124409,0.169492,0.123258,0.227233,0.037169,0.209634,0.110835,0.27919,0.284,0.171596,0.272771,0.348791,0.216264
2/21/2014,6,0.126633,0.187077,0.052121,0.17252,0.089858,0.429679,0.188312,0.275608,0.145924,0.255831,0.097759,1.439685,0.184207,0.043711,0.213626,0.087558,0.229172,0.128169,0.24971,0.286,0.161622,0.280156,0.198953,0.279733
2/22/2014,7,0.424072,0.07655,0.173239,0.091245,0.204205,0.080329,0.322819,0.14327,0.558927,0.760136,0.208174,1.410371,0.355766,0.174199,0.346053,0.160844,0.225895,0.176317,0.297026,0.21918,0.373933,0.250099,0.186768,0.143719
2/23/2014,1,0.440731,0.238059,0.02197,0.228824,0.062442,0.234299,0.252733,0.368592,0.342932,0.240474,0.457372,1.259805,0.421457,0.262196,0.457287,0.365912,0.464691,0.638416,0.478429,0.431868,0.369986,0.28262,0.126436,0.14451
2/24/2014,2,0.82062,0.156603,0.182668,0.079079,0.130295,0.349387,0.363178,0.167378,0.23108,0.124904,0.363298,1.195824,0.122114,0.251342,0.067434,0.170782,0.087135,0.163345,0.255332,0.065749,0.531767,0.165047,0.242416,0.204373
2/25/2014,3,0.809317,0.038341,0.309811,0.151992,0.206854,0.348344,0.369276,0.242025,0.358355,0.159775,0.485859,1.103177,0.322171,0.067339,0.201784,0.125492,0.268563,0.308428,0.223338,0.394632,0.213534,0.242201,0.215157,0.273911
2/26/2014,4,0.149055,0.039379,0.081808,0.092566,0.047264,0.31464,0.385412,0.522989,0.475599,0.216192,0.185594,0.779415,0.131335,0.140708,0.210897,0.091831,0.113669,0.113325,0.356874,0.39773,0.294572,0.193875,0.193182,0.108852
2/27/2014,5,0.377028,0.180379,0.109145,0.184532,0.084629,0.441382,0.183306,0.427306,0.387795,0.408726,0.211529,1.238929,0.40787,0.195029,0.287194,0.143333,0.224218,0.177685,0.430351,0.464422,0.39739,0.130215,0.222485,0.120231
2/28/2014,6,0.82933,0.084651,0.1238,0.025637,0.050575,0.283275,0.274906,0.240753,0.342126,0.192736,0.052688,1.467924,0.120648,0.044979,0.102997,0.11739,0.063339,0.146057,0.141519,0.111603,0.124633,0.158346,0.052289,0.165189
3/1/2014,7,0.439284,0.283648,0.155551,0.098214,0.27178,0.281243,0.173241,0.075428,0.287082,0.176653,0.256431,1.265301,0.299056,0.231221,0.541399,0.262998,0.400167,0.18618,0.224615,0.191981,0.347137,0.136808,0.278255,0.233089
3/2/2014,1,0.193753,0.182859,0.080892,0.222894,0.046629,0.562145,0.209109,0.28195,0.192221,0.547531,0.307534,0.821641,0.130678,0.306963,0.120497,0.341596,0.228731,0.684911,0.326345,0.468636,0.316062,0.200708,0.493793,0.391797
3/3/2014,2,1.028938,0.257922,0.092009,0.028889,0.054667,0.249952,0.263457,0.450573,0.373719,0.17058,0.121055,1.235302,0.175367,0.278823,0.316712,0.251935,0.191515,0.199933,0.318871,0.233705,0.385375,0.284493,0.111237,0.155579
3/4/2014,3,0.113134,0.158328,0.06419,0.159084,0.125417,0.483077,0.250222,0.52056,0.662686,0.306296,0.120856,1.339853,0.257715,0.237468,0.067097,0.233813,0.212081,0.35333,0.249193,0.482458,0.302019,0.49874,0.321591,0.299431
3/5/2014,4,0.715023,0.162316,0.131737,0.213094,0.13358,0.385945,0.555424,0.36427,0.365996,0.285353,0.425495,1.230113,0.225912,0.334651,0.162414,0.292757,0.259368,0.585567,0.456045,0.377206,0.479812,0.144782,0.359384,0.276391
3/6/2014,5,0.505456,0.06171,0.198893,0.178361,0.100986,0.47616,0.275526,0.458309,0.247937,0.348926,0.132083,1.239095,0.124485,0.155531,0.120856,0.394872,0.143275,0.263249,0.201442,0.349003,0.487831,0.681215,0.223088,0.372193
3/7/2014,6,0.383922,0.411634,0.362158,0.070464,0.179218,0.296869,0.424225,0.547074,0.541349,0.208229,0.161441,1.238872,0.1407,0.259556,0.451576,0.460443,0.222685,0.53779,0.298216,0.477172,0.188077,0.27312,0.274428,0.375293
3/8/2014,7,0.600338,0.030317,0.291258,0.106969,0.163186,0.143492,0.28389,0.260352,0.382218,0.190485,0.264669,1.121219,0.393347,0.24724,0.537964,0.158795,0.27006,0.164909,0.325508,0.273641,0.325937,0.20008,0.261829,0.18943
3/9/2014,1,0.588546,0.079226,0,0.14905,0.023442,0.353365,0.160304,0.302318,0.174972,0.308928,0.190692,0.222202,0.191698,0.58242,0.399976,0.358177,0.54177,0.519088,0.557419,0.417115,0.420046,0.306843,0.108881,0.181899
3/10/2014,2,1.108392,0.809038,0.058922,0.174339,0.370088,0.295855,0.24553,0.577088,0.388827,0.409825,0.586456,0.229464,0.298476,0.325265,0.134428,0.142966,0.164736,0.293205,0.226913,0.325759,0.420151,0.27041,0.318779,0.140473
3/11/2014,3,1.099831,0.396793,0.051094,0.258013,0.126541,0.377909,0.319503,0.5425,0.497716,0.280224,0.58957,0.237344,0.157543,0.161025,0.074844,0.253872,0.207708,0.342017,0.185587,0.427479,0.395993,0.302178,0.194652,0.368393
3/12/2014,4,1.083646,0.445514,0.067152,0.189902,0.048415,0.387905,0.295593,0.470577,0.154219,0.361133,0.233918,0.167769,0.243728,0.168035,0.108199,0.192439,0.079826,0.266734,0.091333,0.385716,0.418895,0.381479,0.137001,0.296943
3/13/2014,5,1.016669,0.062557,0.195278,0.174823,0.149286,0.297663,0.450264,0.362855,0.474212,0.475397,0.426371,0.199222,0.258496,0.18979,0.072624,0.195488,0.172248,0.241385,0.188119,0.303607,0.553105,0.546334,0.198644,0.493378
3/14/2014,6,1.126171,0.859054,0.378348,0.194379,0.055402,0.308427,0.141736,0.6324,0.4578,0.315205,0.460664,0.335768,0.159125,0.200515,0.097985,0.300406,0.108792,0.246072,0.283839,0.45514,0.302368,0.239669,0.567281,0.394973
3/15/2014,7,0.440993,0.256503,0.03449,0.189655,0.051472,0.331107,0.05844,0.512574,0.544515,0.122477,0.286487,0.236523,0.228914,0.430842,0.239347,0.360649,0.331343,0.573583,0.198748,0.400351,0.267335,0.411233,0.183181,0.333798
3/16/2014,1,0.10126,0.129245,0.053047,0.078045,0.042288,0.096122,0.080628,0.226299,0.221911,0.097315,0.2183,0.100782,0.190115,0.414238,0.249251,0.407679,0.218175,0.168902,0.175276,0.273115,0.326131,0.252267,0.240869,0.28152
3/17/2014,2,0.866039,0.195977,0.164819,0.136167,0.222314,0.307892,0.23789,0.57132,0.209681,0.254175,0.30868,0.247185,0.244646,0.305067,0.250046,0.357362,0.387052,0.534211,0.54556,0.276282,0.339136,0.308182,0.151018,0.154575
3/18/2014,3,1.096083,0.403276,0.276772,0.158249,0.061847,0.314309,0.648319,0.712236,0.464178,0.314903,0.193196,0.185695,0.167955,0.281524,0.09529,0.432736,0.241628,0.384335,0.152787,0.2724,0.29134,0.259343,0.142022,0.278714
3/19/2014,4,0.789089,0.188322,0.204872,0.184262,0.090048,0.256203,0.082561,0.438896,0.223382,0.51657,0.263398,0.143546,0.224353,0.071062,0.279463,0.122972,0.246499,0.113489,0.292355,0.218073,0.404368,0.633836,0.190847,0.159053
3/20/2014,5,1.142064,0.91108,0.167945,0.116579,0.095964,0.343473,0.205484,0.64443,0.283241,0.43236,0.153441,0.208197,0.249998,0.275305,0.118135,0.151207,0.139004,0.208634,0.288486,0.239191,0.203984,0.202169,0.166978,0.223207
3/21/2014,6,1.109949,0.434838,0.063598,0.15663,0.081428,0.301332,0.109096,0.650734,0.502344,0.579118,0.502885,0.281112,0.122733,0.253214,0.21818,0.336839,0.164975,0.156597,0.236834,0.601791,0.541683,0.332714,0.220528,0.152156
3/22/2014,7,1.1177,0.369362,0.113154,0.237496,0.060212,0.143763,0.064356,0.412697,0.186458,0.338199,0.456195,0.185767,0.431921,0.330131,0.114415,0.316581,0.099466,0.231956,0.155869,0.207551,0.364897,0.497168,0.313291,0.723103
3/23/2014,1,1.071303,0.194157,0.16097,0.124807,0.182573,0.31964,0.230412,0.355013,0.313975,0.306732,0.208241,0.259924,0.144474,0.510264,0.293222,0.391309,0.394621,0.375617,0.215519,0.350386,0.330816,0.411208,0.134545,0.234548
3/24/2014,2,0.803433,0.215208,0.076857,0.237412,0.103098,0.31925,0.192749,0.610391,0.270787,0.283788,0.253784,0.252722,0.063128,0.213735,0.05381,0.183699,0.078495,0.335713,0.423782,0.161621,0.409297,0.393569,0.223433,0.30892
3/25/2014,3,1.064407,0.828602,0.083735,0.129449,0.09378,0.416285,0.446909,0.627927,0.329106,0.199691,0.467365,0.22207,0.354326,0.125926,0.201238,0.077038,0.21712,0.122518,0.275679,0.483595,0.383487,0.398005,0.237507,0.526538
3/26/2014,4,1.362894,0.114963,0.049892,0.105311,0.034442,0.353015,0.326541,0.523809,0.268355,0.221135,0.146702,0.107523,0.137702,0.134899,0.106833,0.085742,0.229733,0.234539,0.325302,0.424745,0.511609,0.31549,0.165305,0.093863
3/27/2014,5,1.149219,0.79583,0.160399,0.186071,0.167898,0.296886,0.534688,0.578422,0.441092,0.320414,0.086016,0.181835,0.159461,0.299741,0.082766,0.398699,0.125013,0.271796,0.164774,0.364925,0.436378,0.442193,0.374377,0.210735
3/28/2014,6,0.996889,0.397898,0.063562,0.166319,0.038706,0.35218,0.170406,0.599285,0.255881,0.507298,0.534632,0.122181,0.207709,0.252811,0.08746,0.261343,0.15304,0.173242,0.175443,0.339248,0.218754,0.132199,0.198006,0.4418
3/29/2014,7,1.241111,0.397569,0.123663,0.055316,0.174404,0.147988,0.185449,0.311254,0.342948,0.228574,0.47344,0.180919,0.352325,0.139788,0.440216,0.190094,0.50533,0.367644,0.250665,0.314201,0.363225,0.407555,0.113771,0.287454
3/30/2014,1,1.422451,1.016062,0.327756,0.050108,0.034304,0.193723,0.113437,0.320705,0.11473,0.13778,0.186576,0.104847,0.169793,0.295901,0.451595,0.571168,0.328996,0.31608,0.170592,0.262148,0.275949,0.169185,0.053197,0.179564
3/31/2014,2,1.196583,0.620017,0.235304,0.061824,0.183601,0.21118,0.569733,0.251098,0.267565,0.302319,0.503884,0.180477,0.271734,0.450249,0.133615,0.26153,0.20524,0.251333,0.180206,0.332055,0.376555,0.259108,0.117066,0.253671
4/1/2014,3,1.044367,0.269051,0.21264,0.159317,0.076125,0.325942,0.291945,0.509335,0.188809,0.269829,0.415273,0.160569,0.13636,0.44063,0.088686,0.254143,0.360946,0.300122,0.204017,0.155354,0.336872,0.600434,0.272025,0.349338
4/2/2014,4,1.243475,0.75189,0.159309,0.126234,0.137515,0.258448,0.484321,0.588007,0.308738,0.473489,0.324306,0.212974,0.587657,0.200498,0.196064,0.16858,0.176137,0.109504,0.204599,0.209338,0.324656,0.185934,0.149102,0.143161
4/3/2014,5,1.429489,0.292998,0.063485,0.205326,0.028039,0.235916,0.276003,0.438344,0.452469,0.208628,0.249179,0.061413,0.151887,0.112507,0.190412,0.14175,0.078536,0.192424,0.194879,0.16333,0.096743,0.351008,0.451618,0.225368
4/4/2014,6,1.153868,0.866158,0.216502,0.173776,0.024022,0.245494,0.19794,0.597017,0.53767,0.357791,0.54746,0.20744,0.079752,0.249407,0.114934,0.185977,0.12095,0.354466,0.418997,0.292151,0.461136,0.246804,0.249883,0.366086
4/5/2014,7,1.164074,0.694961,0.128982,0.140358,0.178405,0.208735,0.117135,0.510965,0.279558,0.326632,0.42934,0.132451,0.285392,0.385222,0.198462,0.438693,0.104602,0.20878,0.173223,0.140549,0.353238,0.28985,0.359465,0.32763
4/6/2014,1,1.029597,0.118699,0.2104,0.041027,0.206527,0.081934,0.257111,0.308412,0.504843,0.285151,0.493387,0.120844,0.159513,0.273128,0.2479,0.25485,0.182161,0.261715,0.229389,0.349544,0.614664,0.155798,0.289434,0.234577
4/7/2014,2,1.184773,0.731452,0.160479,0.093289,0.097711,0.303777,0.325524,0.467811,0.230207,0.265331,0.163318,0.057016,0.378122,0.250633,0.30638,0.236088,0.307474,0.371811,0.418002,0.383144,0.305248,0.118637,0.242572,0.263979
4/8/2014,3,1.208733,0.529025,0.119418,0.08913,0.181857,0.352665,0.329031,0.522502,0.548286,0.320021,0.139682,0.187606,0.084424,0.199207,0.094166,0.165862,0.158252,0.449152,0.299934,0.342463,0.330911,0.190596,0.246291,0.38621
4/9/2014,4,1.417081,1.010718,0.327205,0.044304,0.045457,0.206996,0.235144,0.426268,0.105659,0.184872,0.118783,0.164719,0.392014,0.219978,0.14987,0.093748,0.223878,0.193126,0.30704,0.269487,0.171853,0.365968,0.272392,0.109665
4/10/2014,5,0.875315,0.160322,0.050383,0.130677,0.124704,0.347197,0.371846,0.719199,0.367546,0.403584,0.070659,0.232427,0.180666,0.111749,0.246997,0.191709,0.219544,0.145446,0.44377,0.228347,0.237053,0.384393,0.407151,0.179108
4/11/2014,6,1.134762,0.608195,0.109136,0.120957,0.100224,0.24871,0.215436,0.526133,0.691227,0.58735,0.316801,0.222186,0.225535,0.064822,0.278535,0.058146,0.142417,0.068659,0.175113,0.376496,0.271389,0.289463,0.18707,0.225365
4/12/2014,7,1.100828,0.668514,0.147099,0.142715,0.071778,0.277832,0.114321,0.448675,0.125509,0.263223,0.284974,0.22197,0.317606,0.384827,0.183805,0.400408,0.227402,0.368877,0.208371,0.260068,0.202608,0.466813,0.210994,0.46944
4/13/2014,1,1.107321,0.545122,0.142034,0.112408,0.161284,0.074392,0.242242,0.360596,0.328797,0.149363,0.509543,0.132775,0.267996,0.168053,0.357869,0.259294,0.395883,0.310053,0.405145,0.525136,0.431094,0.270363,0.222997,0.217763
4/14/2014,2,1.084625,0.302754,0.160956,0.148327,0.068358,0.311895,0.176468,0.511341,0.342428,0.236545,0.311011,0.19329,0.457902,0.249887,0.171296,0.190742,0.148594,0.277522,0.260376,0.389142,0.166624,0.346136,0.249006,0.236482
