date,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24
1/11/2014,0.83636,0.79929,0.77603,0.77505,0.77546,0.77623,0.76859,0.77063,0.85826,0.8793,0.96806,0.98959,0.97856,1.0001,0.98876,1.0348,1.02829,0.93401,0.88429,0.92405,0.86351,0.81529,0.77687,0.76212
1/12/2014,0.73319,0.70518,0.71932,0.7216,0.71202,0.74451,0.74114,0.71155,0.70599,0.71161,0.72704,0.76092,0.74502,0.77124,0.78999,0.82998,0.97446,0.92952,0.89818,0.8664,0.87763,0.86556,0.82721,0.8078
1/13/2014,0.75225,0.74855,0.74226,0.75493,0.75497,0.77491,0.79806,0.84318,0.97357,1.16588,1.19123,1.11314,1.11539,1.04209,1.04954,1.01055,1.07456,1.08014,0.99704,0.87878,0.88886,0.83004,0.80924,0.75385
1/14/2014,0.73266,0.69764,0.68813,0.69269,0.69747,0.71145,0.74205,0.82377,0.96658,1.09954,1.07177,1.09541,1.09361,1.15157,1.17695,1.13944,1.1257,1.06796,0.98381,0.93076,0.85594,0.78211,0.7959,0.74685
1/15/2014,0.72103,0.69013,0.69885,0.7044,0.70661,0.71395,0.72381,0.82161,0.9232,0.99683,1.0101,1.01727,1.03388,1.06426,1.05654,1.02886,1.10076,1.02342,1.00592,0.91291,0.87168,0.79195,0.78766,0.73849
1/16/2014,0.69642,0.67737,0.6722,0.68217,0.67854,0.7151,0.74125,0.84575,1.01065,1.07874,1.13087,1.24342,1.17202,1.16725,1.1391,1.1489,1.21504,1.22085,1.18939,1.04749,0.9088,0.85577,0.82915,0.79672
1/17/2014,0.75913,0.7424,0.72987,0.71834,0.73555,0.74573,0.78099,0.87407,0.96523,1.01937,1.08941,1.09452,1.08143,1.06964,1.06165,1.07516,1.13353,1.15702,1.05326,0.95915,0.88315,0.85798,0.86015,0.84403
1/18/2014,0.78874,0.75997,0.74938,0.739,0.75262,0.74917,0.75598,0.7744,0.85467,0.94549,0.99837,1.08953,1.05626,1.05002,1.03803,1.04336,1.08796,1.05018,0.95013,0.89859,0.91859,0.86551,0.82844,0.81242
1/19/2014,0.80794,0.76315,0.76801,0.74953,0.75341,0.7588,0.7622,0.74779,0.72544,0.78266,0.81727,0.87383,0.86245,0.8837,0.90747,0.85948,0.96105,0.85602,0.94617,0.88695,0.90093,0.85901,0.8464,0.843
1/20/2014,0.822,0.76504,0.77243,0.76352,0.76298,0.77078,0.81352,0.85837,0.96586,1.0705,1.15552,1.12581,1.12457,1.10018,1.09057,1.07841,1.1146,1.09303,1.05878,0.92309,0.8898,0.88561,0.85921,0.83209
1/21/2014,0.82184,0.8245,0.82162,0.80026,0.81395,0.83539,0.88226,0.9427,1.08967,1.28785,1.35584,1.42983,1.39326,1.36459,1.34765,1.3799,1.43092,1.28222,1.162,1.04492,1.00711,0.99093,0.97827,0.969
1/22/2014,0.95426,0.94818,0.96395,0.94085,0.94821,0.93417,0.96489,0.96438,1.07191,1.18596,1.41212,1.40115,1.37608,1.31855,1.33643,1.33809,1.37266,1.33075,1.21899,1.13066,1.09643,1.06568,1.00002,0.93983
1/23/2014,0.91082,0.92738,0.92463,0.91825,0.93047,0.93833,0.98116,1.05458,1.21653,1.37784,1.48272,1.47858,1.43789,1.44756,1.41085,1.38342,1.44765,1.47329,1.21576,1.12353,1.09361,1.01245,0.98641,0.95893
1/24/2014,0.90582,0.927,0.91942,0.92389,0.93128,0.92976,0.96412,1.08661,1.23928,1.34561,1.42525,1.4575,1.44234,1.47199,1.32826,1.31735,1.35181,1.31257,1.22337,1.1064,1.06549,1.01117,0.96259,0.94577
1/25/2014,0.92204,0.90344,0.89039,0.90243,0.90795,0.90258,0.89453,0.84289,0.96653,1.04034,1.15578,1.22748,1.18266,1.14906,1.11236,1.13458,1.09329,1.05608,1.10256,1.06061,1.02017,0.96926,0.91747,0.8897
1/26/2014,0.88168,0.85764,0.8671,0.89705,0.88452,0.8986,0.91735,0.87132,0.89921,0.89172,0.8946,0.96894,0.90403,0.92303,0.94616,1.03893,1.04437,1.05206,1.10774,1.06338,1.06962,0.98901,0.93044,0.91399
1/27/2014,0.87344,0.87581,0.85872,0.8693,0.87746,0.88025,0.88545,0.89615,0.96743,1.15156,1.19866,1.26754,1.20196,1.21665,1.18822,1.22331,1.32305,1.32401,1.18623,1.11183,1.06886,1.03837,0.99306,0.91424
1/28/2014,0.87459,0.87662,0.88728,0.90039,0.90376,0.92019,0.94716,1.02771,1.22077,1.36306,1.4049,1.45321,1.45026,1.38958,1.42234,1.43242,1.50829,1.48788,1.29617,1.21958,1.13558,1.07478,1.02165,1.00535
1/29/2014,0.99677,0.94918,0.96205,0.9721,0.9749,0.97355,1.01688,1.07032,1.20914,1.31518,1.37436,1.39509,1.40475,1.43268,1.34956,1.33292,1.3203,1.26448,1.19871,1.14365,1.06847,1.03485,0.96476,0.92019
1/30/2014,0.88224,0.88154,0.89362,0.89359,0.90589,0.923,0.966,1.01448,1.18215,1.33981,1.39935,1.35462,1.35114,1.30032,1.27796,1.24416,1.25569,1.33274,1.1877,1.12878,1.041,1.00675,0.99221,0.92502
1/31/2014,0.88893,0.88583,0.87469,0.8525,0.86287,0.87701,0.88988,0.90327,1.01541,1.17003,1.2391,1.16101,1.13875,1.20759,1.19736,1.1241,1.17593,1.20684,1.08222,1.01812,0.96779,0.91135,0.91097,0.86059
2/1/2014,0.82526,0.81245,0.80892,0.81748,0.81462,0.80896,0.81523,0.79431,0.90406,0.97888,1.05387,1.09948,1.09246,1.04643,1.06915,0.94392,0.96037,1.02522,0.95789,0.97512,0.91865,0.8839,0.84767,0.82099
2/2/2014,0.80358,0.78951,0.78906,0.78081,0.79186,0.79877,0.78891,0.74164,0.76701,0.80629,0.83152,0.8518,0.84447,0.92846,0.86817,0.8671,0.91459,0.90234,0.84559,0.86607,0.86049,0.86481,0.844,0.81031
2/3/2014,0.76231,0.7555,0.76309,0.74937,0.75579,0.77178,0.79648,0.86767,0.99621,1.10799,1.20362,1.26488,1.24708,1.28335,1.23381,1.28627,1.26095,1.22808,1.18849,1.04049,0.99791,0.98132,0.92435,0.85935
2/4/2014,0.79694,0.79695,0.79775,0.80101,0.82966,0.83847,0.865,0.92096,1.09332,1.21722,1.34795,1.33941,1.27191,1.24409,1.18107,1.22164,1.32026,1.28865,1.21639,1.10805,0.9983,0.98591,0.92543,0.87482
2/5/2014,0.90692,0.86645,0.89098,0.85995,0.8744,0.88013,0.90719,0.93956,0.94818,1.03964,0.99753,1.03965,1.03465,1.07573,1.04985,1.04881,1.08778,1.09269,1.08839,1.01513,1.01357,0.95824,0.95978,0.95215
2/6/2014,0.92228,0.90199,0.90789,0.87767,0.91414,0.92845,0.9889,1.00093,1.11553,1.26821,1.36291,1.30737,1.3306,1.32384,1.29288,1.33301,1.31778,1.27866,1.16889,1.0253,0.96438,0.92273,0.91446,0.8638
2/7/2014,0.82719,0.85002,0.84052,0.83958,0.86267,0.87032,0.89769,1.00389,1.15971,1.31974,1.39274,1.32049,1.37792,1.26685,1.27075,1.26337,1.23987,1.26094,1.15126,1.14731,1.07584,1.11662,1.02839,1.0173
2/8/2014,0.95817,0.94247,0.94265,0.97006,0.91916,0.9239,0.93571,0.93695,1.03534,1.08689,1.09194,1.09446,1.09215,1.07907,1.0638,1.01679,1.05517,1.11269,1.18048,1.11607,1.05514,1.01151,0.98131,0.93945
2/9/2014,0.89815,0.87523,0.86571,0.89251,0.87332,0.8861,0.89492,0.84025,0.83716,0.90273,0.93717,0.93962,0.98053,0.93935,0.96257,0.95055,1.00144,1.08217,1.0558,1.0221,1.01001,0.95888,0.91527,0.89087
2/10/2014,0.84792,0.83273,0.83573,0.84835,0.86056,0.86328,0.91683,0.96788,1.06482,1.23562,1.31986,1.33866,1.34549,1.31056,1.3404,1.2963,1.28158,1.23094,1.12315,1.05937,1.0041,0.97308,0.91112,0.89276
2/11/2014,0.88461,0.86083,0.86526,0.87988,0.90602,0.91377,0.92784,1.02627,1.21279,1.32495,1.38338,1.44547,1.43615,1.35087,1.31539,1.30548,1.39263,1.2662,1.17691,1.07209,1.06249,1.01435,0.9517,0.93616
2/12/2014,0.89478,0.90943,0.8925,0.90284,0.90896,0.92085,0.94524,1.04156,1.17524,1.31937,1.36455,1.42991,1.37396,1.4269,1.46353,1.38626,1.42171,1.46353,1.26106,1.16484,1.05176,0.96591,0.89691,0.88715
2/13/2014,0.84193,0.82834,0.82148,0.83869,0.83673,0.84848,0.87061,0.93426,1.05639,1.21072,1.27593,1.35896,1.22076,1.31849,1.20532,1.16046,1.2347,1.13655,1.07937,1.02496,0.93339,0.91442,0.89029,0.85058
2/14/2014,0.81739,0.78777,0.79179,0.78222,0.81541,0.83164,0.86975,0.92761,0.99768,1.11128,1.20352,1.25083,1.23244,1.18173,1.20946,1.1565,1.15886,1.09272,1.0326,0.95604,0.92075,0.88525,0.84871,0.85237
2/15/2014,0.79821,0.78625,0.7999,0.78988,0.8091,0.8156,0.81609,0.79253,0.91932,0.95276,1.0676,1.12199,1.05116,1.07875,1.13411,1.02872,1.03099,1.00504,0.96552,0.93109,0.88132,0.85602,0.86298,0.83307
2/16/2014,0.80124,0.80139,0.78769,0.80433,0.82606,0.82092,0.82791,0.77635,0.80213,0.78935,0.78323,0.85398,0.94385,0.96519,0.95575,0.91817,0.99034,1.0079,0.92749,0.89923,0.90405,0.90399,0.85184,0.83599
2/17/2014,0.83336,0.82187,0.81512,0.83046,0.84112,0.87537,0.89245,0.91715,0.97614,1.06954,1.17603,1.30474,1.29993,1.30676,1.23041,1.06576,1.0933,1.14433,1.10608,1.08505,1.0111,0.90769,0.91008,0.87404
2/18/2014,0.84497,0.84744,0.83383,0.85043,0.85644,0.88143,0.88812,0.96672,1.15043,1.26146,1.37675,1.40091,1.42883,1.33199,1.27504,1.13833,1.14552,1.16336,1.08766,1.03154,0.97409,0.91181,0.86152,0.85108
2/19/2014,0.82475,0.81019,0.8028,0.8074,0.81954,0.83668,0.86922,0.92368,1.00912,1.16628,1.18515,1.23411,1.25678,1.21036,1.21623,1.20484,1.22816,1.22957,1.08691,0.979,0.92164,0.88805,0.89417,0.81249
2/20/2014,0.78795,0.78154,0.77832,0.78578,0.79899,0.81135,0.82902,0.93154,1.05601,1.12923,1.1613,1.14834,1.12429,1.17967,1.13707,1.103,1.13812,1.14198,1.08285,0.98611,0.9134,0.83399,0.78237,0.77179
2/21/2014,0.72507,0.71672,0.70999,0.71847,0.74819,0.75259,0.80145,0.87671,0.99452,1.08578,1.12766,1.11545,1.08181,1.10281,1.08825,1.12413,1.11435,1.05611,0.99598,0.89039,0.88004,0.85707,0.79742,0.7755
2/22/2014,0.74589,0.72744,0.74394,0.7586,0.76423,0.76315,0.7752,0.80785,0.87966,0.90629,0.90419,0.98384,0.94615,0.90145,0.92625,0.94405,0.90266,0.87717,0.89595,0.93332,0.88766,0.85296,0.82274,0.77552
2/23/2014,0.75155,0.72768,0.72356,0.72042,0.74696,0.76311,0.76209,0.70399,0.72148,0.74425,0.76553,0.80205,0.86922,0.80834,0.84107,0.80741,0.86567,0.92627,0.90236,0.89361,0.92582,0.86517,0.81641,0.82805
2/24/2014,0.73897,0.71784,0.7308,0.73348,0.74375,0.75292,0.78472,0.88964,0.98497,1.04229,1.12529,1.18533,1.18926,1.17407,1.16545,1.16168,1.20132,1.2299,1.07992,0.97442,0.94753,0.8811,0.85693,0.82956
2/25/2014,0.79539,0.77104,0.77843,0.79363,0.79638,0.80451,0.83333,0.94612,1.09228,1.2478,1.25965,1.25131,1.28964,1.22549,1.20512,1.20187,1.24555,1.2146,1.13714,1.12715,0.96268,0.94713,0.94544,0.89943
2/26/2014,0.81586,0.79279,0.79323,0.81327,0.8201,0.82229,0.86481,0.94266,1.09435,1.22724,1.31876,1.32899,1.30756,1.26622,1.22744,1.20013,1.28385,1.3027,1.28892,1.14481,1.1048,0.93849,0.91478,0.88087
2/27/2014,0.86106,0.84463,0.84969,0.85421,0.8524,0.89607,0.917,1.00902,1.16435,1.28477,1.35391,1.38904,1.43467,1.40493,1.3172,1.26786,1.40695,1.31634,1.16502,1.08845,0.97675,0.92829,0.94611,0.9558
2/28/2014,0.91469,0.90945,0.88289,0.88497,0.91458,0.92821,0.93914,1.05165,1.21087,1.27666,1.30151,1.37627,1.38588,1.33643,1.29714,1.2643,1.27742,1.22299,1.14168,1.05267,1.02227,0.94273,0.95121,0.88151
3/1/2014,0.79927,0.79274,0.79001,0.78751,0.79422,0.83649,0.81323,0.82918,0.94969,0.97398,1.06702,1.07174,1.05898,0.97125,0.89724,0.89694,0.87589,0.93403,0.95505,0.86095,0.83309,0.83214,0.81629,0.78903
3/2/2014,0.77477,0.73686,0.72961,0.72872,0.73576,0.74911,0.74618,0.69977,0.7061,0.73421,0.7797,0.7757,0.81656,0.82262,0.82325,0.77801,0.80688,0.85596,0.88207,0.85177,0.85125,0.80984,0.74882,0.75589
3/3/2014,0.73316,0.72006,0.71384,0.72164,0.75141,0.78841,0.80072,0.85063,1.00551,1.11897,1.22654,1.24552,1.18514,1.21341,1.23945,1.263,1.25499,1.22573,1.10553,0.97703,0.92116,0.8963,0.86487,0.83421
3/4/2014,0.80215,0.80529,0.80409,0.83605,0.84153,0.86388,0.84423,0.95302,1.12907,1.25501,1.28738,1.28401,1.3098,1.34882,1.21773,1.14859,1.14062,1.12282,1.15315,0.97529,0.91985,0.88509,0.83148,0.81806
3/5/2014,0.79099,0.77664,0.7604,0.76785,0.78528,0.80108,0.81054,0.88218,0.99065,1.03487,1.15041,1.13405,1.15844,1.27292,1.20223,1.14567,1.27339,1.21427,1.09886,1.05469,0.957,0.89478,0.89985,0.82973
3/6/2014,0.81575,0.79711,0.81078,0.80892,0.82508,0.86389,0.83066,0.95505,1.10843,1.22778,1.32076,1.31423,1.25573,1.27318,1.24522,1.20766,1.1833,1.11992,1.10013,1.02232,0.88934,0.85723,0.83352,0.83388
3/7/2014,0.77681,0.76605,0.7746,0.77444,0.7999,0.81388,0.81135,0.95241,1.09403,1.15261,1.21279,1.19635,1.13119,1.07366,1.09194,1.06257,1.07649,1.04345,1.02633,0.96153,0.9189,0.86784,0.85346,0.80335
3/8/2014,0.75522,0.73089,0.73213,0.74842,0.75469,0.75305,0.71799,0.73495,0.81703,0.86768,0.93751,0.98319,0.93244,0.83436,0.80516,0.77166,0.88645,0.81344,0.90093,0.84001,0.8449,0.81718,0.80223,0.79046
3/9/2014,0.73431,0.73055,0,0.70738,0.70911,0.73008,0.74033,0.73193,0.69191,0.67001,0.746,0.7581,0.72855,0.74574,0.77478,0.73511,0.75764,0.80313,0.76619,0.893,0.86366,0.84076,0.81334,0.7669
3/10/2014,0.72588,0.71864,0.71365,0.69881,0.72853,0.74355,0.77874,0.84379,0.8996,0.99612,1.12981,1.05965,1.04326,0.98615,0.97055,1.00048,0.96712,0.9668,0.91266,0.93198,0.85287,0.80891,0.79614,0.76453
3/11/2014,0.71968,0.69299,0.69989,0.69318,0.70235,0.73866,0.77355,0.81997,0.88291,0.99436,0.98857,1.01394,0.98337,0.98686,0.99556,0.92927,0.95313,0.89525,0.90642,0.89204,0.82859,0.78362,0.76916,0.73082
3/12/2014,0.69749,0.67811,0.67526,0.66885,0.68922,0.70005,0.72988,0.79936,0.87088,0.93068,1.00327,1.03121,1.01979,1.0045,1.00446,0.99967,1.00765,0.96309,0.94267,0.92152,0.85198,0.79767,0.78301,0.72709
3/13/2014,0.69231,0.69284,0.70298,0.69944,0.71624,0.72582,0.75449,0.88499,0.95449,1.12574,1.17603,1.17363,1.16363,1.18761,1.13691,1.16688,1.12525,1.08956,1.04869,0.99093,0.88212,0.8689,0.8699,0.82493
3/14/2014,0.80207,0.79873,0.78961,0.79763,0.80092,0.81517,0.86599,0.96289,1.12071,1.16392,1.19971,1.18271,1.15346,1.13926,1.16869,1.0166,1.00395,0.9407,0.87525,0.87091,0.85679,0.85175,0.80424,0.78596
3/15/2014,0.76964,0.72164,0.70982,0.71104,0.71822,0.73516,0.72325,0.72356,0.78895,0.838,0.93734,1.02387,0.90274,0.90454,0.84711,0.9134,0.86223,0.88188,0.88799,0.9054,0.79392,0.79841,0.79065,0.77054
3/16/2014,0.7311,0.71435,0.7095,0.70577,0.73125,0.72892,0.73786,0.70599,0.69314,0.76828,0.77962,0.82492,0.78982,0.88044,0.81925,0.83297,0.7982,0.76083,0.8404,0.84038,0.86014,0.83255,0.81194,0.79476
3/17/2014,0.76586,0.76733,0.73739,0.74599,0.76197,0.77865,0.83175,0.90605,1.04568,1.19795,1.24327,1.23525,1.20744,1.16752,1.13517,1.06711,1.04138,1.05013,0.97709,0.97744,0.93928,0.88332,0.91547,0.87254
3/18/2014,0.81241,0.81082,0.83184,0.82549,0.79721,0.86214,0.92055,0.97979,1.00385,1.11904,1.10272,1.14915,1.12711,1.07507,1.08848,1.0243,0.99945,1.04298,0.96822,0.91958,0.89258,0.84173,0.79394,0.76664
3/19/2014,0.73673,0.74685,0.73372,0.72874,0.74395,0.75803,0.77104,0.85414,0.95713,1.02202,1.02401,1.0618,1.00451,1.02302,0.96978,1.00323,1.06576,1.03547,0.91243,0.94244,0.90807,0.8577,0.81361,0.77476
3/20/2014,0.7239,0.71328,0.71173,0.7043,0.70105,0.7421,0.75995,0.84591,0.96008,1.00251,1.11803,1.16047,1.06748,1.0366,1.03295,1.04797,1.02116,0.97535,0.89749,0.94038,0.87954,0.79078,0.76948,0.74272
3/21/2014,0.7113,0.70308,0.70627,0.69661,0.71056,0.72087,0.75936,0.8318,0.94672,1.00942,1.07308,1.09585,1.09232,1.05388,1.02877,1.00986,0.97436,0.95788,0.89687,0.89876,0.89482,0.87215,0.78958,0.75163
3/22/2014,0.72889,0.70979,0.71825,0.7118,0.72274,0.73027,0.72293,0.71633,0.7681,0.86356,0.95997,0.99606,0.99081,0.97474,0.936,0.82016,0.85351,0.75777,0.77472,0.8109,0.80809,0.8143,0.78031,0.74633
3/23/2014,0.70846,0.70499,0.70935,0.69117,0.70831,0.71103,0.71326,0.69986,0.68544,0.65483,0.70289,0.85208,0.78496,0.75951,0.80211,0.7693,0.75207,0.74899,0.78432,0.80418,0.7986,0.7884,0.782,0.75923
3/24/2014,0.75846,0.7459,0.75756,0.75289,0.77938,0.80627,0.83053,0.88654,1.01224,1.15887,1.21116,1.19756,1.18984,1.14568,1.10165,1.0829,1.02192,0.99721,0.93922,0.95793,0.8594,0.7882,0.81255,0.76445
3/25/2014,0.74824,0.74706,0.74496,0.74608,0.75059,0.76443,0.80745,0.90889,1.01009,1.12246,1.12294,1.15583,1.12335,1.099,1.11772,1.10858,1.05625,0.96502,0.92292,0.94303,0.91509,0.84251,0.82582,0.75834
3/26/2014,0.72971,0.70821,0.70589,0.70302,0.7287,0.73649,0.76567,0.83968,0.9092,1.01326,1.09784,1.16807,1.16326,1.17251,1.10545,1.11675,1.13118,1.04221,0.98875,0.95815,0.92682,0.87143,0.8539,0.78945
3/27/2014,0.76455,0.74011,0.75413,0.76275,0.77956,0.78847,0.81717,0.87792,1.04698,1.16239,1.15089,1.12367,1.11132,1.13375,1.0707,1.06884,0.98379,0.93,0.9529,0.90429,0.82926,0.80419,0.77585,0.75426
3/28/2014,0.73139,0.71711,0.72031,0.70356,0.71826,0.73396,0.75752,0.85691,0.93656,0.9864,1.01631,1.09988,1.03821,1.01293,1.03194,1.01472,1.0185,0.97158,0.98715,0.88698,0.89487,0.83542,0.75878,0.70054
3/29/2014,0.6861,0.68058,0.67363,0.65873,0.6696,0.69031,0.68903,0.69804,0.75232,0.79805,0.8702,0.85873,0.90636,0.93152,0.90624,0.8781,0.84435,0.801,0.76393,0.79083,0.80871,0.76112,0.74341,0.73635
3/30/2014,0.70937,0.69352,0.68134,0.67942,0.6884,0.70461,0.70801,0.67582,0.63429,0.68031,0.69756,0.82027,0.82888,0.81276,0.91111,0.85512,0.79095,0.79806,0.88363,0.84233,0.88784,0.79982,0.79723,0.78526
3/31/2014,0.74061,0.7028,0.71139,0.70403,0.70714,0.70118,0.74809,0.80802,0.88681,0.94705,1.04653,1.1214,1.07235,1.07438,1.06819,1.0505,1.04713,0.99192,0.93294,0.90888,0.84875,0.81745,0.73803,0.72187
4/1/2014,0.74262,0.71464,0.72844,0.71753,0.73402,0.75273,0.7737,0.83901,0.93198,1.01045,1.03595,1.01372,1.01175,1.03086,1.03771,1.01388,0.98662,0.90874,0.86852,0.88116,0.8493,0.79887,0.76292,0.74204
4/2/2014,0.7053,0.69254,0.68502,0.6848,0.70008,0.73086,0.73417,0.78922,0.95622,0.95834,1.03649,1.02883,1.09578,1.03942,1.03674,1.02944,1.01483,0.95042,0.85538,0.84364,0.81219,0.79685,0.76982,0.72607
4/3/2014,0.69919,0.68832,0.67967,0.67726,0.68819,0.72478,0.7267,0.81766,0.94603,0.94927,0.97358,1.02082,1.01684,1.00982,0.98779,0.93938,0.86958,0.86017,0.82916,0.85936,0.87984,0.77615,0.74607,0.79748
4/4/2014,0.78392,0.6679,0.65798,0.64851,0.65891,0.69294,0.70555,0.82894,0.95274,0.92919,0.96277,0.96884,1.00216,0.98778,1.00428,0.94493,0.93374,0.91752,0.85487,0.83615,0.81379,0.79066,0.72439,0.69978
4/5/2014,0.67002,0.64907,0.65032,0.64754,0.6536,0.67127,0.65585,0.68985,0.77903,0.77395,0.94297,0.93992,0.85285,0.8053,0.79128,0.77008,0.76964,0.70565,0.71244,0.81491,0.85098,0.75274,0.77679,0.72826
4/6/2014,0.7117,0.66265,0.66844,0.65056,0.65898,0.66611,0.65543,0.63053,0.61189,0.65103,0.65437,0.68365,0.69897,0.76733,0.66097,0.66297,0.72999,0.65762,0.63366,0.7519,0.73938,0.73053,0.70474,0.67727
4/7/2014,0.64562,0.64037,0.63754,0.63277,0.64493,0.65517,0.66965,0.73323,0.86525,0.87977,0.94965,0.97203,0.96387,0.96806,0.91898,0.95676,0.96375,0.91863,0.86607,0.83729,0.7621,0.76019,0.71967,0.68143
4/8/2014,0.63831,0.62203,0.61202,0.62166,0.63571,0.64803,0.68192,0.79731,0.85619,0.93886,1.01442,1.01024,0.96478,0.94415,0.98333,0.93279,0.97182,0.89808,0.8655,0.84351,0.77105,0.73115,0.72177,0.6822
4/9/2014,0.65685,0.64057,0.63915,0.63587,0.67626,0.70149,0.69468,0.75435,0.88228,0.9179,0.94616,0.97461,0.98279,0.97248,0.92688,0.98786,0.91288,0.84204,0.77207,0.81925,0.76306,0.74922,0.72042,0.70014
4/10/2014,0.65925,0.63506,0.62894,0.63198,0.64461,0.67305,0.68487,0.80502,0.8814,0.98369,0.98745,0.98409,0.9489,0.95499,0.92587,0.91537,0.87482,0.83145,0.7556,0.83487,0.7746,0.74284,0.72135,0.69348
4/11/2014,0.65813,0.63188,0.6239,0.62845,0.64555,0.65281,0.68621,0.76833,0.82967,0.91769,0.91175,0.92783,0.95086,0.95667,0.91627,0.92928,0.92737,0.87007,0.77166,0.81983,0.7337,0.71437,0.67953,0.67652
4/12/2014,0.6452,0.61227,0.61335,0.61013,0.62438,0.64387,0.63313,0.62053,0.72413,0.76203,0.85816,0.88876,0.87811,0.85531,0.83707,0.78564,0.71677,0.76921,0.76457,0.7506,0.7395,0.72157,0.70229,0.66052
4/13/2014,0.62906,0.60019,0.60509,0.60368,0.60623,0.6168,0.60273,0.56408,0.57863,0.59826,0.60449,0.6815,0.71933,0.7687,0.70325,0.61425,0.69595,0.69438,0.58324,0.66818,0.68766,0.6881,0.66228,0.62367
4/14/2014,0.59179,0.5957,0.59494,0.57776,0.59846,0.61325,0.60112,0.6674,0.75906,0.87412,0.94221,1.00089,1.03003,0.95766,0.92815,0.97531,0.99053,0.84206,0.76896,0.74837,0.74357,0.75006,0.71516,0.63844
4/15/2014,0.6217,0.60043,0.59636,0.58174,0.61674,0.62434,0.64084,0.71849,0.78462,0.89134,1.00634,1.0335,0.96273,0.96477,0.97224,0.88954,0.92737,0.89911,0.84319,0.81166,0.77414,0.72827,0.68639,0.64327
4/16/2014,0.61842,0.59933,0.60325,0.59897,0.62955,0.65634,0.65605,0.7385,0.85161,0.94359,0.99948,1.0554,1.02636,1.01565,0.98144,0.97709,0.96174,0.8893,0.81542,0.83238,0.78513,0.75157,0.71779,0.71471
4/17/2014,0.65008,0.62931,0.62433,0.61832,0.64347,0.6614,0.66088,0.80803,0.91118,0.94461,1.00554,1.02164,0.9721,0.96742,0.9302,0.93765,0.93308,0.94082,0.86357,0.84104,0.77641,0.75916,0.71014,0.68197
4/18/2014,0.65178,0.63517,0.62933,0.62922,0.66485,0.68304,0.66339,0.78489,0.8713,0.97088,0.99135,1.001,0.99142,0.95301,0.94978,0.90525,0.90206,0.84078,0.80553,0.78861,0.7664,0.7209,0.69832,0.68941
4/19/2014,0.65728,0.61557,0.61894,0.61379,0.63114,0.64435,0.61248,0.64044,0.71076,0.77808,0.79849,0.77476,0.79885,0.76325,0.77748,0.70561,0.72735,0.71926,0.71917,0.75531,0.72824,0.71548,0.68668,0.67953
